gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance
PM0-9961	134339	134387	1	promoter	[b0119]	134339	0					0.0			10.304811072841238	-8.181174514997334e-07	0.032825713339774805
b0119	134388	134750	1	gene		134388	0	P0A8E5				0.017911945107084437			10.322723017948322	2.4568411740726006e-05	0.032824895222323305
b0120	134788	135582	-1	gene		134788	0	P0A7F6				0.017911945107084437			10.340634963055408	0.00045420058140440334	0.03284946363406403
b0121	135598	136464	-1	gene		135598	0	P09158	Spermidine synthase OS=Escherichia coli (strain K12) GN=speE PE=1 SV=2	speE	Cytoplasm	0.05513934295386843	0.05573545673086777	0.060139231415619415	10.395774306009274	0.0003846075865538304	0.03330366421546844
b0122	136570	136917	-1	gene		136570	0	P0AA95				0.017911945107084437			10.413686251116356	-8.181174514997334e-07	0.03368827180202227
PM0-7801	136918	136940	-1	promoter	[b0122, b0120, b0121]	136918	0					0.0			10.413686251116356	-8.181174514997334e-07	0.03368745368457077
PM0-3304	137045	137082	1	promoter	[b0123]	137045	0					0.0			10.413686251116356	-8.181174514997334e-07	0.03368663556711927
b0123	137083	138633	1	gene		137083	0	P36649	Blue copper oxidase CueO OS=Escherichia coli (strain K12) GN=cueO PE=1 SV=2	cueO	Periplasm	0.09474762878183214	0.09951408876039693	0.09700188690852124	10.50843387989819	5.5970690534316246e-05	0.03368581744966777
b0124	138835	141225	-1	gene		138835	0	P15877	Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) GN=gcd PE=1 SV=3	gcd	Cell inner membrane	0.006131017039374165	0.007060310133177195	0.006232252746798197	10.514564896937564	0.00013754528707872845	0.03374178814020209
PM0-2223	141226	141279	-1	promoter	[b0124]	141226	0					0.0			10.514564896937564	-8.181174514997334e-07	0.03387933342728082
PM0-2221	141360	141430	1	promoter	[b0125]	141360	0					0.0			10.514564896937564	-8.181174514997334e-07	0.03387851530982932
b0125	141431	141967	1	gene		141431	0	P0A9M2	Hypoxanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=hpt PE=1 SV=1	hpt	Cytoplasm	0.04284094205330685	0.042750576696512284	0.044980538424742464	10.557405838990869	0.00020376079602454436	0.03387769719237782
b0126	142008	142670	-1	gene		142008	0	P61517	Carbonic anhydrase 2 OS=Escherichia coli (strain K12) GN=can PE=1 SV=1	can	Cytoplasm	0.1450929391054214	0.15721970227561055	0.15157100413570998	10.702498778096293	0.0007110095611711948	0.03408145798840236
PM0-9710	142671	142703	-1	promoter	[b0126]	142671	0					0.0			10.702498778096293	-8.181174514997334e-07	0.034792467549573554
b0127	142779	143705	1	gene		142779	0	P36879				0.017911945107084437			10.720410723203377	4.134901359060976e-05	0.034791649432122054
b0128	143702	144472	1	gene		143705	0	P0AFN6				0.017911945107084437			10.738322668310461	-8.181174514997334e-07	0.034832998445712665
b0129	144577	145017	1	gene		144577	0	P36881				0.017911945107084437			10.756234613417542	-8.181174514997334e-07	0.034832180328261166
b0130	145081	146310	1	gene		145081	0	P31666				0.017911945107084437			10.774146558524627	-8.181174514997334e-07	0.034831362210809666
b0131	146314	146694	-1	gene		146314	0					0.017911945107084437			10.792058503631713	-8.181174514997334e-07	0.034830544093358166
PM0-46355	146695	146754	-1	promoter	[b0131]	146695	0					0.0			10.792058503631713	-8.181174514997334e-07	0.03482972597590667
b0132	146968	147870	1	gene		146968	0	P31665				0.017911945107084437			10.809970448738797	-8.181174514997334e-07	0.03482890785845517
b0133	147944	148795	-1	gene		147944	0	P31663	Pantothenate synthetase OS=Escherichia coli (strain K12) GN=panC PE=1 SV=1	panC	Cytoplasm	0.06177869116647674	0.06924794102659904	0.0673809803014121	10.871749139905274	0.00026945404404896773	0.03482808974100367
b0134	148807	149601	-1	gene		148807	0	P31057	3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=panB PE=1 SV=1	panB	Cytoplasm	0.12078393227212128	0.11525012722613233	0.1515330712492182	10.992533072177396	0.0008405950561282538	0.035097543785052636
PM0-10209	149602	149630	-1	promoter	[b0133, b0134]	149602	0					0.0			10.992533072177396	-8.181174514997334e-07	0.03593813884118089
b0135	149715	150953	-1	gene		149715	0	P31058				0.017911945107084437			11.010445017284482	-8.181174514997334e-07	0.03593732072372939
b0136	151003	151599	-1	gene		151003	0	P37016				0.017911945107084437			11.028356962391562	-8.181174514997334e-07	0.03593650260627789
b0137	151626	152231	-1	gene		151626	0	P37017				0.017911945107084437			11.046268907498646	-8.181174514997334e-07	0.03593568448882639
b0138	152243	152812	-1	gene		152243	0	P37018				0.017911945107084437			11.064180852605732	-8.181174514997334e-07	0.03593486637137489
b0139	152829	155426	-1	gene		152829	0					0.017911945107084437			11.082092797712814	-8.181174514997334e-07	0.03593404825392339
b0140	155461	156201	-1	gene		155461	0	P33128				0.017911945107084437			11.100004742819898	-8.181174514997334e-07	0.03593323013647189
PM00553	156202	156235	-1	promoter	[b0139, b0140]	156202	0					0.0			11.100004742819898	-8.181174514997334e-07	0.03593241201902039
b0141	156299	156883	-1	gene		156299	0	P37050				0.017911945107084437			11.117916687926982	-8.181174514997334e-07	0.035931593901568894
b0142	157253	157732	-1	gene		157253	0	P26281				0.017911945107084437			11.135828633034068	1.773353034519235e-05	0.035930775784117394
b0143	157729	159126	-1	gene		157732	0	P0ABF1	Poly(A) polymerase OS=Escherichia coli (strain K12) GN=pcnB PE=1 SV=2	pcnB	Cytoplasm	0.004043736468282783	0.003872082392826104	0.0025820007771307557	11.13987236950235	3.4230876129055755e-05	0.035948509314462584
PM0-36157	159127	159391	-1	promoter	[b0142, b0143]	159127	0					0.0			11.13987236950235	-8.181174514997334e-07	0.03598274019059164
b0144	159186	160112	-1	gene		159391	0	P27305				0.017911945107084437			11.157784314609433	1.7932611129019506e-06	0.03598192207314014
b0145	160149	160604	-1	gene		160149	0	P0ABS1	DnaK suppressor protein OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1	dksA	Cytoplasm	0.17084865976232386	0.15130902770585	0.16980227252772478	11.328632974371756	0.0017979725304962885	0.03598371533425304
PM0-46206	160605	160751	-1	promoter	[b0144, b0145]	160605	0					0.0			11.328632974371756	-8.181174514997334e-07	0.03778168786474933
b0146	160782	161486	-1	gene		160782	0	P0A823				0.017911945107084437			11.346544919478841	3.9273911546415484e-06	0.03778086974729783
PM0-3841	161487	161515	-1	promoter	[b0145, b0146]	161487	0					0.0			11.346544919478841	-8.181174514997334e-07	0.037784797138452474
b0147	161501	162031	-1	gene		161515	0	P37025				0.017911945107084437			11.364456864585927	1.0924835104495282e-05	0.037783979021000974
b0148	162105	164534	1	gene		162105	0	P37024				0.017911945107084437			11.38236880969301	-8.181174514997334e-07	0.03779490385610547
PM0-9962	164721	164729	1	promoter	[b0149]	164721	0					0.0			11.38236880969301	-8.181174514997334e-07	0.03779408573865397
b0149	164730	167264	1	gene		164730	0	P02919	Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB PE=1 SV=2	mrcB	Cell inner membrane	0.011242050881810364	0.013407818728800695	0.013672096040280987	11.39361086057482	5.3512443481932586e-05	0.03779326762120247
PM00027	167442	167483	1	promoter	[b0150, b0151, b0152, b0153]	167442	0					0.0			11.39361086057482	-8.181174514997334e-07	0.0378467800646844
b0150	167484	169727	1	gene		167484	0	P06971	Ferrichrome-iron receptor OS=Escherichia coli (strain K12) GN=fhuA PE=1 SV=2	fhuA	Cell outer membrane	0.11903376468952705	0.13154513479459967	0.1166002655878064	11.512644625264347	0.0001897445567829725	0.0378459619472329
b0151	169778	170575	1	gene		169778	0	P07821				0.017911945107084437			11.53055657037143	1.155504770112676e-05	0.03803570650401587
b0152	170575	171465	1	gene		170575	0	P07822				0.017911945107084437			11.548468515478516	-8.181174514997334e-07	0.038047261551717
b0153	171462	173444	1	gene		171465	0	P06972				0.017911945107084437			11.566380460585599	-8.181174514997334e-07	0.0380464434342655
b0154	173602	174882	-1	gene		173602	0	P23893	Glutamate-1-semialdehyde 2,1-aminomutase OS=Escherichia coli (strain K12) GN=hemL PE=1 SV=2	hemL	Cytoplasm	0.21205467692365626	0.2219461777099214	0.21893805537315	11.778435137509256	0.0005026294357758895	0.038045625316814
PM0-10531	174883	174941	-1	promoter	[b0154]	174883	0					0.0			11.778435137509256	-8.181174514997334e-07	0.03854825475258989
b0155	175107	176528	1	gene		175107	0	P37019				0.017911945107084437			11.79634708261634	-8.181174514997334e-07	0.03854743663513839
PM0-8916	176561	176609	1	promoter	[b0156]	176561	0					0.0			11.79634708261634	-8.181174514997334e-07	0.03854661851768689
b0156	176610	176954	1	gene		176610	0	P0ACC3				0.017911945107084437			11.814259027723427	0.0003217822443282285	0.03854580040023539
b0157	177001	177624	-1	gene		177001	0	P0AFP0				0.017911945107084437			11.832170972830507	-8.181174514997334e-07	0.03886758264456362
b0158	177662	178462	-1	gene		177662	0	P37028				0.017911945107084437			11.850082917937591	-8.181174514997334e-07	0.03886676452711212
b0159	178455	179153	-1	gene		178462	0	P0AF12				0.017911945107084437			11.867994863044677	0.0002616412371185142	0.03886594640966062
PM0-9547	179154	179183	-1	promoter	[b0159, b0158, b0157]	179154	0					0.0			11.867994863044677	-8.181174514997334e-07	0.039127587646779136
PM0-9548	179196	179236	1	promoter	[b0160]	179196	0					0.0			11.867994863044677	-8.181174514997334e-07	0.039126769529327636
b0160	179237	180754	1	gene		179237	0	P15723				0.017911945107084437			11.885906808151761	1.082144614218622e-06	0.039125951411876136
PM00327	180845	180883	1	promoter	[b0161]	180845	0					0.0			11.885906808151761	-8.181174514997334e-07	0.03912703355649035
b0161	180884	182308	1	gene		180884	0	P0C0V0	Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1	degP	Cell inner membrane	0.2587472078908005	0.27530415300896866	0.27328637032161995	12.144654016042562	0.0003886320944538173	0.03912621543903885
PM0-4741	182447	182462	1	promoter	[b0162]	182447	0					0.0			12.144654016042562	-8.181174514997334e-07	0.03951484753349267
b0162	182463	183620	1	gene		182463	0	P37047				0.017911945107084437			12.162565961149644	-8.181174514997334e-07	0.03951402941604117
b0163	183709	184095	-1	gene		183709	0	P62768				0.017911945107084437			12.180477906256726	0.0008916638350398973	0.03951321129858967
b0164	184257	185069	-1	gene		184257	0	P37049				0.017911945107084437			12.198389851363812	-8.181174514997334e-07	0.04040487513362957
b0166	185123	185947	-1	gene		185123	0	P0A9D8	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1	dapD	Cytoplasm	0.5473423093565697	0.5451329959975358	0.5131747022878854	12.745732160720381	0.0018803247553179719	0.04040405701617807
PM00328	185948	185977	-1	promoter	[b0166]	185948	0					0.0			12.745732160720381	-8.181174514997334e-07	0.042284381771496043
b0167	185978	188650	-1	gene		185978	0	P27249				0.017911945107084437			12.763644105827465	6.022831422798871e-06	0.042283563654044544
PM0-36128	188651	188655	-1	promoter	[b0167]	188651	0					0.0			12.763644105827465	-8.181174514997334e-07	0.042289586485467344
b0168	188712	189506	-1	gene		188712	0	P0AE18	Methionine aminopeptidase OS=Escherichia coli (strain K12) GN=map PE=1 SV=1	map	Cytoplasm	0.07420835772686801	0.07191956065406346	0.07148932997032015	12.837852463554333	0.00042871913073968474	0.042288768368015844
b4414	189712	189847	1	gene		189712	0					0.017911945107084437			12.855764408661413	-8.181174514997334e-07	0.04271748749875553
PM0-9963	189712	189711	1	promoter	[b4414, b0169, b0170]	189712	1					0.0			12.837852463554333	-8.181174514997334e-07	0.04271666938130403
b0169	189874	190599	1	gene		189874	0	P0A7V0	30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2	rpsB	Cytoplasm	1.294806947456188	1.2931078578717845	1.2797953841555247	14.150571356117606	0.0035660083688295176	0.04271585126385253
b0170	190857	191708	1	gene		190857	0	P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2	tsf	Cytoplasm	0.9954031602330856	1.002669437636695	1.008490311621015	15.14597451635069	0.003132995300013082	0.04628185963268205
PM0-1181	191812	191854	1	promoter	[b0171]	191812	0					0.0			15.14597451635069	-8.181174514997334e-07	0.04941485493269513
b0171	191855	192580	1	gene		191855	0	P0A7E9	Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2	pyrH	Cytoplasm	0.02528008242641876	0.03055861711057108	0.03268141014107045	15.171254598777109	0.00023527414928348978	0.04941403681524363
PM0-46254	192814	192871	1	promoter	[b0172]	192814	0					0.0			15.171254598777109	-8.181174514997334e-07	0.04964931096452712
b0172	192872	193429	1	gene		192872	0	P0A805	Ribosome-recycling factor OS=Escherichia coli (strain K12) GN=frr PE=1 SV=1	frr	Cytoplasm	0.19331351051804532	0.1814160477760338	0.1948130767741746	15.364568109295151	0.0013745373985473465	0.04964849284707562
b0173	193521	194717	1	gene		193521	0	P45568				0.017911945107084437			15.382480054402235	4.348696159649006e-06	0.05102303024562296
PM0-9964	194784	194902	1	promoter	[b0174]	194784	0					0.0			15.382480054402235	-8.181174514997334e-07	0.051027378941782615
b0174	194903	195664	1	gene		194903	0	P60472				0.017911945107084437			15.40039199950932	5.172555363482187e-06	0.051026560824331116
b0175	195677	196534	1	gene		195677	0	P0ABG1	Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2	cdsA	Cell inner membrane	0.003116679058105541	0.0014875706474338324	0.0023008752064704358	15.403508678567428	-8.181174514997334e-07	0.0510317333796946
PM0-4462	196470	196545	1	promoter	[b0176]	196534	0					0.0			15.403508678567428	-8.181174514997334e-07	0.0510309152622431
b0176	196546	197898	1	gene		196546	0	P0AEH1	Regulator of sigma E protease OS=Escherichia coli (strain K12) GN=rseP PE=1 SV=1	rseP	Cell inner membrane	0.0005413126701299157	0.00046401208085156836	0.0005668233331816981	15.404049991237555	8.45738191400871e-06	0.0510300971447916
PM0-8756	197026	197927	1	promoter	[b0184, b0183, b0182, b0181, b0180, b0179, b0178, b0177]	197898	0					0.0			15.404049991237555	-8.181174514997334e-07	0.05103855452670561
PM0-4444	197821	197927	1	promoter	[b0177]	197927	0					0.0			15.404049991237555	-8.181174514997334e-07	0.05103773640925411
b0177	197928	200360	1	gene		197928	0	P0A940	Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1	bamA	Cell outer membrane	0.3022208388996155	0.3048173660221869	0.32417296839472354	15.706270830137171	0.00045489872192086686	0.05103691829180261
PM0-4386	200455	200481	1	promoter	[b0181, b0180, b0179, b0178]	200455	0					0.0			15.706270830137171	-8.181174514997334e-07	0.051491817013723476
b0178	200482	200967	1	gene		200482	0	P0AEU7	Chaperone protein skp OS=Escherichia coli (strain K12) GN=skp PE=1 SV=1	skp	Periplasm	0.2314114314220369	0.2630404771755203	0.2411479617760697	15.937682261559207	0.0018021542688503756	0.051490998896271976
PM0-4424	200960	200970	1	promoter	[b0179]	200967	0					0.0			15.937682261559207	-8.181174514997334e-07	0.05329315316512235
b0179	200971	201996	1	gene		200971	0	P21645				0.017911945107084437			15.955594206666293	0.00025409452188554325	0.05329233504767085
b0180	202101	202556	1	gene		202101	0	P0A6Q6	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabZ PE=1 SV=1	fabZ	Cytoplasm	0.14542267930024896	0.1176114369014534	0.13919436769139013	16.10101688596654	0.0008972303894655694	0.053546429569556395
b0181	202560	203348	1	gene		202560	0	P0A722	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) GN=lpxA PE=1 SV=1	lpxA	Cytoplasm	0.045372562936784516	0.049163319033902295	0.043354673842212116	16.146389448903324	0.00030298211013015573	0.054443659959021964
b0182	203348	204496	1	gene		203348	0	P10441	Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) GN=lpxB PE=1 SV=2	lpxB	Cell inner membrane	0.0022734053557835663	0.002175322425779346	0.0014373923124994324	16.148662854259108	8.181174514997334e-07	0.05474664206915212
b0183	204493	205089	1	gene		204496	0	P10442	Ribonuclease HII OS=Escherichia coli (strain K12) GN=rnhB PE=1 SV=2	rnhB	Cytoplasm	0.0038700267560864295	0.003244801044155596	0.003093678556998157	16.152532881015198	-8.181174514997334e-07	0.05474746018660362
b0184	205126	208608	1	gene		205126	0	P10443	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) GN=dnaE PE=1 SV=1	dnaE	Cytoplasm	0.0009048088676672393	0.0007142816704691562	0.0007128496927126455	16.15343768988286	3.969894731689927e-06	0.05474664206915212
PM0-46356	208326	208620	1	promoter	[b0185]	208608	0					0.0			16.15343768988286	-8.181174514997334e-07	0.05475061196388381
b0185	208621	209580	1	gene		208621	0	P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	accA	Cytoplasm	0.22621333008306074	0.22043767251866306	0.22359257527475332	16.37965101996592	0.0004929934582771877	0.05474979384643231
b0186	209679	211820	1	gene		209679	0	P52095				0.017911945107084437			16.397562965073007	4.801832261550422e-06	0.0552427873047095
b0187	211877	212266	1	gene		211877	0	P52096				0.017911945107084437			16.415474910180087	7.708314438762616e-05	0.05524758913697105
b0188	212331	213629	1	gene		212331	0	P52097	tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain K12) GN=tilS PE=1 SV=1	tilS	Cytoplasm	0.0005496664837005542	4.833391360101511e-07	6.344584626864982e-05	16.416024576663787	4.899800047031335e-06	0.05532467228135868
b0189	213678	213932	-1	gene		213678	0	P0AFW8				0.017911945107084437			16.433936521770868	0.00024021473474238387	0.05532957208140571
b4406	213925	214125	-1	gene		213932	0	P0A8K5				0.017911945107084437			16.451848466877955	0.00016656457421477278	0.05556978681614809
PM0-36224	214126	214187	-1	promoter	[b4406, b0189]	214126	0					0.0			16.451848466877955	-8.181174514997334e-07	0.055736351390362864
PM0-36225	214280	214290	1	promoter	[b0192, b0191, b0190]	214280	0					0.0			16.451848466877955	-8.181174514997334e-07	0.055735533272911364
b0190	214291	214836	1	gene		214291	0	P0AA97				0.017911945107084437			16.46976041198504	1.4271613057560181e-05	0.055734715155459864
b0191	214833	215255	1	gene		214836	0	P40711				0.017911945107084437			16.487672357092126	-8.181174514997334e-07	0.055748986768517424
