gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
PM0-36128	188651	188655	-1	promoter	[b0167]	188651	0								10.0	18970.5998261
b0168	188712	189506	-1	gene		188712	0	P0AE18	Methionine aminopeptidase OS=Escherichia coli (strain K12) GN=map PE=1 SV=1	map	Cytoplasm	0.0742083577269	0.0719195606541	0.0714893299703	110.730908037	19081.3307342
PM0-9963	189712	189711	1	promoter	[b4414, b0169, b0170]	189712	1								10.0	19091.3307342
b4414	189712	189847	1	gene		189712	0								110.730908037	19202.0616422
b0169	189874	190599	1	gene		189874	0	P0A7V0	30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2	rpsB	Cytoplasm	1.29480694746	1.29310785787	1.27979538416	110.730908037	19312.7925502
b0170	190857	191708	1	gene		190857	0	P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2	tsf	Cytoplasm	0.995403160233	1.00266943764	1.00849031162	110.730908037	19423.5234583
PM0-1181	191812	191854	1	promoter	[b0171]	191812	0								10.0	19433.5234583
b0171	191855	192580	1	gene		191855	0	P0A7E9	Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2	pyrH	Cytoplasm	0.0252800824264	0.0305586171106	0.0326814101411	110.730908037	19544.2543663
PM0-46254	192814	192871	1	promoter	[b0172]	192814	0								10.0	19554.2543663
b0172	192872	193429	1	gene		192872	0	P0A805	Ribosome-recycling factor OS=Escherichia coli (strain K12) GN=frr PE=1 SV=1	frr	Cytoplasm	0.193313510518	0.181416047776	0.194813076774	110.730908037	19664.9852743
b0173	193521	194717	1	gene		193521	0	P45568							110.730908037	19775.7161824
PM0-9964	194784	194902	1	promoter	[b0174]	194784	0								10.0	19785.7161824
b0174	194903	195664	1	gene		194903	0	P60472							110.730908037	19896.4470904
b0175	195677	196534	1	gene		195677	0	P0ABG1	Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2	cdsA	Cell inner membrane	0.00311667905811	0.00148757064743	0.00230087520647	110.730908037	20007.1779984
PM0-4462	196470	196545	1	promoter	[b0176]	196534	0								10.0	20017.1779984
b0176	196546	197898	1	gene		196546	0	P0AEH1	Regulator of sigma E protease OS=Escherichia coli (strain K12) GN=rseP PE=1 SV=1	rseP	Cell inner membrane	0.00054131267013	0.000464012080852	0.000566823333182	110.730908037	20127.9089065
PM0-8756	197026	197927	1	promoter	[b0184, b0183, b0182, b0181, b0180, b0179, b0178, b0177]	197898	0								10.0	20137.9089065
PM0-4444	197821	197927	1	promoter	[b0177]	197927	0								10.0	20147.9089065
b0177	197928	200360	1	gene		197928	0	P0A940	Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1	bamA	Cell outer membrane	0.3022208389	0.304817366022	0.324172968395	110.730908037	20258.6398145
PM0-4386	200455	200481	1	promoter	[b0181, b0180, b0179, b0178]	200455	0								10.0	20268.6398145
b0178	200482	200967	1	gene		200482	0	P0AEU7	Chaperone protein skp OS=Escherichia coli (strain K12) GN=skp PE=1 SV=1	skp	Periplasm	0.231411431422	0.263040477176	0.241147961776	110.730908037	20379.3707226
PM0-4424	200960	200970	1	promoter	[b0179]	200967	0								10.0	20389.3707226
b0179	200971	201996	1	gene		200971	0	P21645							110.730908037	20500.1016306
b0180	202101	202556	1	gene		202101	0	P0A6Q6	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabZ PE=1 SV=1	fabZ	Cytoplasm	0.1454226793	0.117611436901	0.139194367691	110.730908037	20610.8325386
b0181	202560	203348	1	gene		202560	0	P0A722	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) GN=lpxA PE=1 SV=1	lpxA	Cytoplasm	0.0453725629368	0.0491633190339	0.0433546738422	110.730908037	20721.5634467
b0182	203348	204496	1	gene		203348	0	P10441	Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) GN=lpxB PE=1 SV=2	lpxB	Cell inner membrane	0.00227340535578	0.00217532242578	0.0014373923125	110.730908037	20832.2943547
b0183	204493	205089	1	gene		204496	0	P10442	Ribonuclease HII OS=Escherichia coli (strain K12) GN=rnhB PE=1 SV=2	rnhB	Cytoplasm	0.00387002675609	0.00324480104416	0.003093678557	110.730908037	20943.0252627
b0184	205126	208608	1	gene		205126	0	P10443	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) GN=dnaE PE=1 SV=1	dnaE	Cytoplasm	0.000904808867667	0.000714281670469	0.000712849692713	110.730908037	21053.7561708
PM0-46356	208326	208620	1	promoter	[b0185]	208608	0								10.0	21063.7561708
b0185	208621	209580	1	gene		208621	0	P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	accA	Cytoplasm	0.226213330083	0.220437672519	0.223592575275	110.730908037	21174.4870788
b0186	209679	211820	1	gene		209679	0	P52095							110.730908037	21285.2179869
b0187	211877	212266	1	gene		211877	0	P52096							110.730908037	21395.9488949
b0188	212331	213629	1	gene		212331	0	P52097	tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain K12) GN=tilS PE=1 SV=1	tilS	Cytoplasm	0.000549666483701	4.8333913601e-07	6.34458462686e-05	110.730908037	21506.6798029
b0189	213678	213932	-1	gene		213678	0	P0AFW8							110.730908037	21617.410711
b4406	213925	214125	-1	gene		213932	0	P0A8K5							110.730908037	21728.141619
PM0-36224	214126	214187	-1	promoter	[b4406, b0189]	214126	0								10.0	21738.141619
PM0-36225	214280	214290	1	promoter	[b0192, b0191, b0190]	214280	0								10.0	21748.141619
b0190	214291	214836	1	gene		214291	0	P0AA97							110.730908037	21858.872527
b0191	214833	215255	1	gene		214836	0	P40711							110.730908037	21969.6034351
b0192	215269	215979	1	gene		215269	0	P40710	Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1	nlpE	Cell outer membrane	0.000533287892267	0.000262081778663	0.000317566217491	110.730908037	22080.3343431
b0193	216179	217003	-1	gene		216179	0	P37056							110.730908037	22191.0652512
b0194	217057	218775	-1	gene		217057	0	P16659	Prolyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4	proS	Cytoplasm	0.456708028381	0.467502692252	0.43155095715	110.730908037	22301.7961592
PM00329	218776	218837	-1	promoter	[b0194]	218776	0								10.0	22311.7961592
b0195	218887	219594	-1	gene		218887	0	P28634							110.730908037	22422.5270672
b0196	219591	219995	-1	gene		219594	0	P69411	Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=4 SV=1	rcsF	Cell outer membrane	0.0182770994904	0.0173078721609	0.0183172967824	110.730908037	22533.2579753
b0197	220113	220928	-1	gene		220113	0	P28635	D-methionine-binding lipoprotein metQ OS=Escherichia coli (strain K12) GN=metQ PE=1 SV=2	metQ	Periplasm	1.44076596897	1.48251800102	1.45868674076	110.730908037	22643.9888833
b0198	220968	221621	-1	gene		220968	0	P31547	D-methionine transport system permease protein metI OS=Escherichia coli (strain K12) GN=metI PE=1 SV=1	metI	Cell inner membrane	0.0203641558361	0.0281728077568	0.0232059809647	110.730908037	22754.7197913
b0199	221614	222645	-1	gene		221621	0	P30750	Methionine import ATP-binding protein MetN OS=Escherichia coli (strain K12) GN=metN PE=1 SV=4	metN	Cell inner membrane	0.0658412911778	0.0710116908064	0.0683348350421	110.730908037	22865.4506994
PM0-2482	222646	222714	-1	promoter	[b0197, b0198, b0199]	222646	0								10.0	22875.4506994
PM0-9966	222806	222832	1	promoter	[b0200]	222806	0								10.0	22885.4506994
b0200	222833	223408	1	gene		222833	0	P63228	D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1	gmhB	Cytoplasm	0.00991603520241	0.0121312898598	0.0111518223859	110.730908037	22996.1816074
PM0-1349	223485	223770	1	promoter	[b0205, b0204, b0203, b0202, b0201]	223485	0								10.0	23006.1816074
b0201	223771	225312	1	gene		223771	0								110.730908037	23116.9125154
b0202	225381	225457	1	gene		225381	0								110.730908037	23227.6434235
b0203	225500	225575	1	gene		225500	0								110.730908037	23338.3743315
b0204	225759	228662	1	gene		225759	0								110.730908037	23449.1052396
b0205	228756	228875	1	gene		228756	0								110.730908037	23559.8361476
b0206	228928	229004	1	gene		228928	0								110.730908037	23670.5670556
PM0-10442	229098	229166	1	promoter	[b0207]	229098	0								10.0	23680.5670556
b0207	229167	229970	1	gene		229167	0	P30863	2,5-diketo-D-gluconic acid reductase B OS=Escherichia coli (strain K12) GN=dkgB PE=1 SV=2	dkgB	Cytoplasm	0.00441957052444	0.00419342598064	0.00443785088349	110.730908037	23791.2979637
b0208	229967	230881	-1	gene		229970	0	P30864							110.730908037	23902.0288717
PM0-9742	231064	231121	1	promoter	[b0210, b0209]	231064	0								10.0	23912.0288717
b0209	231122	231922	1	gene		231122	0	P0A8U2							110.730908037	24022.7597797
b0210	231926	232549	1	gene		231926	0	P30866							110.730908037	24133.4906878
b0211	232597	233955	-1	gene		232597	0	P0AEZ7							110.730908037	24244.2215958
b0212	234027	234782	-1	gene		234027	0	P0AC84							110.730908037	24354.9525039
b0213	234816	235538	1	gene		234816	0	P75672							110.730908037	24465.6834119
b0214	235535	236002	-1	gene		235538	0	P0A7Y4	Ribonuclease HI OS=Escherichia coli (strain K12) GN=rnhA PE=1 SV=1	rnhA	Cytoplasm	0.00069041379348	0.000660219268845	0.000692504893993	110.730908037	24576.4143199
PM00330	235934	236066	1	promoter	[b0215]	236002	0								10.0	24586.4143199
PM00332	236003	236041	-1	promoter	[b0214]	236066	1								10.0	24596.4143199
PM00331	236017	236066	1	promoter	[b0215]	236066	0								10.0	24606.4143199
b0215	236067	236798	1	gene		236067	0	P03007							110.730908037	24717.145228
PM00644	236913	236930	1	promoter	[b0216]	236913	0								10.0	24727.145228
b0216	236931	237007	1	gene		236931	0								110.730908037	24837.876136
b0217	237335	238120	1	gene		237335	0	P77339							110.730908037	24948.607044
b4586	238257	238736	-1	gene		238257	0	A5A605							110.730908037	25059.3379521
b0218	238746	239102	-1	gene		238746	0	P77354							110.730908037	25170.0688601
b4503	239106	239378	1	gene		239106	0								110.730908037	25280.7997682
b0219	239419	240189	-1	gene		239419	0	Q47679							110.730908037	25391.5306762
PM0-9967	240190	240216	-1	promoter	[b0219]	240190	0								10.0	25401.5306762
b0220	240343	240816	1	gene		240343	0	P0AD59	Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) GN=ivy PE=1 SV=1	ivy	Periplasm	0.0476687933614	0.0454765278738	0.0486316270718	110.730908037	25512.2615842
b0221	240859	243303	-1	gene		240859	0	Q47146							110.730908037	25622.9924923
PM0-9520	243304	243406	-1	promoter	[b0221]	243304	0								10.0	25632.9924923
b0222	243543	244121	1	gene		243543	0	P63224	Phosphoheptose isomerase OS=Escherichia coli (strain K12) GN=gmhA PE=1 SV=1	gmhA	Cytoplasm	0.123848645982	0.116313157951	0.107837067175	110.730908037	25743.7234003
b0223	244327	245094	1	gene		244327	0	Q47147							110.730908037	25854.4543083
b0224	245065	245805	-1	gene		245094	0	P0AA99							110.730908037	25965.1852164
b0225	245961	246239	-1	gene		245961	0	Q47149							110.730908037	26075.9161244
b0226	246242	246502	-1	gene		246242	0	Q47150							110.730908037	26186.6470324
PM0-10350	246503	246615	-1	promoter	[b0226, b0225]	246503	0								10.0	26196.6470324
b0227	246712	247461	1	gene		246712	0	Q47151							110.730908037	26307.3779405
b0228	247637	248134	1	gene		247637	0	Q47152							110.730908037	26418.1088485
b0229	248358	250070	-1	gene		248358	0								110.730908037	26528.8397566
b0230	250072	250827	1	gene		250072	0								110.730908037	26639.5706646
PM0-10387	250880	250897	1	promoter	[b0234, b0233, b0232, b0231]	250880	0								10.0	26649.5706646
b0231	250898	251953	1	gene		250898	0	Q47155							110.730908037	26760.3015726
PM0-9802	251969	252004	1	promoter	[b0234, b0233, b0232]	251969	0								10.0	26770.3015726
b0232	252005	252298	1	gene		252005	0	Q47156							110.730908037	26881.0324807
b0233	252301	252699	1	gene		252301	0	Q47157							110.730908037	26991.7633887
b0234	252709	253161	1	gene		252709	0	Q47158							110.730908037	27102.4942967
b0235	253479	253685	1	gene		253479	0								110.730908037	27213.2252048
b0236	253702	254202	1	gene		253702	0								110.730908037	27323.9561128
b0237	254259	255716	-1	gene		254259	0	P15288							110.730908037	27434.6870209
PM00334	255717	255809	-1	promoter	[b0237]	255717	0								10.0	27444.6870209
PM0-10205	255914	255976	1	promoter	[b0238]	255914	0								10.0	27454.6870209
b0238	255977	256435	1	gene		255977	0	P0A9M5	Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1	gpt	Cell inner membrane	0.0949175874623	0.0951630332088	0.100183065207	110.730908037	27565.4179289
PM0-10206	256502	256526	1	promoter	[b0239]	256502	0								10.0	27575.4179289
b0239	256527	257771	1	gene		256527	0	P04335							110.730908037	27686.1488369
PM0-9747	257810	257828	1	promoter	[b0240]	257810	0								10.0	27696.1488369
b0240	257829	259006	1	gene		257829	0	P24251	Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5	crl	Cytoplasm	0.051033723499	0.0508533858477	0.049107284132	110.730908037	27806.879745
b0241	259045	260100	-1	gene		259045	0	P02932							110.730908037	27917.610653
PM00119	260101	260158	-1	promoter	[b0241]	260101	0								10.0	27927.610653
b0242	260388	261491	1	gene		260388	0	P0A7B5	Glutamate 5-kinase OS=Escherichia coli (strain K12) GN=proB PE=1 SV=1	proB	Cytoplasm	0.0434222695918	0.0440461850406	0.0464591590587	110.730908037	28038.341561
b0243	261503	262756	1	gene		261503	0	P07004	Gamma-glutamyl phosphate reductase OS=Escherichia coli (strain K12) GN=proA PE=1 SV=2	proA	Cytoplasm	0.0687016181207	0.0709750354023	0.069889731454	110.730908037	28149.0724691
PM00645	262841	262870	1	promoter	[b0244]	262841	0								10.0	28159.0724691
b0244	262871	262946	1	gene		262871	0								110.730908037	28269.8033771
b4626	263150	263212	-1	gene		263150	0								110.730908037	28380.5342852
b0245	263328	263669	-1	gene		263328	0	P77692							110.730908037	28491.2651932
b0246	263690	264007	-1	gene		263690	0	Q47684							110.730908037	28601.9961012
b4504	264026	264247	-1	gene		264026	0	Q9XB42							110.730908037	28712.7270093
b0247	264256	264732	-1	gene		264256	0	Q47685							110.730908037	28823.4579173
b0248	264748	265206	-1	gene		264748	0	P75676							110.730908037	28934.1888253
b0249	265304	265543	-1	gene		265304	0	P75677							110.730908037	29044.9197334
b0250	265620	266087	-1	gene		265620	0	P77162							110.730908037	29155.6506414
PM0-10528	266088	266227	-1	promoter	[b0245, b0246, b4504, b0247, b0248, b0249, b0250]	266088	0								10.0	29165.6506414
b0251	266110	266553	-1	gene		266227	0	P77365							110.730908037	29276.3815494
b4627	266553	266774	-1	gene		266553	0								110.730908037	29387.1124575
b4628	266776	266967	-1	gene		266776	0								110.730908037	29497.8433655
b0252	267184	268005	-1	gene		267184	0	P77206							110.730908037	29608.5742736
PM0-9968	268006	268026	-1	promoter	[b0252]	268006	0								10.0	29618.5742736
b0253	268097	268960	-1	gene		268097	0	P75678							110.730908037	29729.3051816
b0254	269289	270182	-1	gene		269289	0	Q57083							110.730908037	29840.0360896
PM0-46127	270226	270241	1	promoter	[b0257, b0256, b0255]	270226	0								10.0	29850.0360896
b4587	270278	272189	1	gene		270278	0								110.730908037	29960.7669977
b0256	270603	271754	1	gene		272189	1	P0CF88							110.730908037	30071.4979057
b4690	272580	272654	1	gene		272580	0								110.730908037	30182.2288137
b0258	272847	273954	1	gene		272847	0	Q47688							110.730908037	30292.9597218
b0259	274101	275117	-1	gene		274101	0	P0CE49							110.730908037	30403.6906298
b0260	275325	276728	1	gene		275325	0	Q47689							110.730908037	30514.4215379
b0261	276715	277647	1	gene		276728	0	Q47690							110.730908037	30625.1524459
b0262	277756	278802	-1	gene		277756	0	P37009							110.730908037	30735.8833539
b0263	278814	279161	-1	gene		278814	0								110.730908037	30846.614262
b0264	279178	279681	-1	gene		279178	0	P0CF26							110.730908037	30957.34517
b0265	279600	279875	-1	gene		279681	0	P0CF08							110.730908037	31068.076078
b4708	279931	280104	1	gene		279931	0								110.730908037	31178.8069861
b4505	280114	280362	-1	gene		280114	0	Q79E92							110.730908037	31289.5378941
b0266	280427	280735	-1	gene		280427	0	P37008							110.730908037	31400.2688022
b0267	280829	281983	-1	gene		280829	0	P37007							110.730908037	31510.9997102
b0268	282278	283186	1	gene		282278	0	P75682	Uncharacterized protein yagE OS=Escherichia coli (strain K12) GN=yagE PE=1 SV=1	yagE	Cytoplasm	0.00242180932757	0.00231356956682	0.00218158404951	110.730908037	31621.7306182
b0269	283201	285168	1	gene		283201	0	P77596							110.730908037	31732.4615263
b0270	285395	286777	1	gene		285395	0	P75683							110.730908037	31843.1924343
b0271	286789	288399	1	gene		286789	0	P77713							110.730908037	31953.9233423
b0272	288404	289162	-1	gene		288404	0	P77300							110.730908037	32064.6542504
b0273	289301	290305	-1	gene		289301	0	P06960	Ornithine carbamoyltransferase chain F OS=Escherichia coli (strain K12) GN=argF PE=1 SV=4	argF	Cytoplasm	0.00912394117708	0.00699031508055	0.0119000480935	110.730908037	32175.3851584
PM00007	290306	290340	-1	promoter	[b0273]	290306	0								10.0	32185.3851584
b4688	290429	290633	1	gene		290429	0								110.730908037	32296.1160664
b0274	290649	291152	-1	gene		290649	0								110.730908037	32406.8469745
b0275	291071	291346	-1	gene		291152	0	P0CF09							110.730908037	32517.5778825
b0276	291404	292231	1	gene		291404	0	P77169							110.730908037	32628.3087906
b0277	292322	292948	-1	gene		292322	0	P77657							110.730908037	32739.0396986
PM0-44418	292949	293118	-1	promoter	[b0277]	292949	0								10.0	32749.0396986
b0278	293220	293918	-1	gene		293220	0	P77607							110.730908037	32859.7706066
b0279	293945	294799	-1	gene		293945	0	P71296							110.730908037	32970.5015147
b0280	295139	295579	-1	gene		295139	0	P71297							110.730908037	33081.2324227
b0281	295696	297096	-1	gene		295696	0	P71298							110.730908037	33191.9633307
b4629	297206	297254	1	gene		297206	0								110.730908037	33302.6942388
b4694	297381	297719	-1	gene		297381	0								110.730908037	33413.4251468
b4695	297714	297791	-1	gene		297719	0								110.730908037	33524.1560549
b0283	297770	298726	-1	gene		297791	0	P77183							110.730908037	33634.8869629
b0284	298736	300934	-1	gene		298736	0	P77489							110.730908037	33745.6178709
b0285	300931	301887	-1	gene		300934	0	P77324							110.730908037	33856.348779
b0286	301884	302573	-1	gene		301887	0	P77165							110.730908037	33967.079687
b0287	302991	303605	1	gene		302991	0	P0AAA1	Inner membrane protein yagU OS=Escherichia coli (strain K12) GN=yagU PE=1 SV=1	yagU	Cell inner membrane	0.0216029855457	0.025824206042	0.0247804969593	110.730908037	34077.810595
b0288	303853	304182	-1	gene		303853	0	P0AAL9							110.730908037	34188.5415031
b0289	304495	305205	-1	gene		304495	0								110.730908037	34299.2724111
b0290	305174	306817	-1	gene		305205	0								110.730908037	34410.0033192
b0291	306807	309332	-1	gene		306817	0								110.730908037	34520.7342272
b0292	309358	310026	-1	gene		309358	0								110.730908037	34631.4651352
PM0-9970	310027	310076	-1	promoter	[b0289, b0290, b0291, b0292]	310027	0								10.0	34641.4651352
PM0-9969	310027	310119	-1	promoter	[b0292, b0291, b0290, b0289]	310076	0								10.0	34651.4651352
