gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass
b0152	170575	171465	1	gene		170575	0	P07822				4.591655779049255e-07			9.703613472603573
b0153	171462	173444	1	gene		171465	0	P06972				4.591655779049255e-07			9.703613931769151
b0154	173602	174882	-1	gene		173602	0	P23893	Glutamate-1-semialdehyde 2,1-aminomutase OS=Escherichia coli (strain K12) GN=hemL PE=1 SV=2	hemL	Cytoplasm	0.21205467692365626	0.2219461777099214	0.21893805537315	9.70361439093473
PM0-10531	174883	174941	-1	promoter	[b0154]	174883	0					4.591655779049255e-07			9.915669067858387
b0155	175107	176528	1	gene		175107	0	P37019				4.591655779049255e-07			9.915669527023965
PM0-8916	176561	176609	1	promoter	[b0156]	176561	0					4.591655779049255e-07			9.915669986189544
b0156	176610	176954	1	gene		176610	0	P0ACC3				4.591655779049255e-07			9.915670445355122
b0157	177001	177624	-1	gene		177001	0	P0AFP0				4.591655779049255e-07			9.9156709045207
b0158	177662	178462	-1	gene		177662	0	P37028				4.591655779049255e-07			9.915671363686279
b0159	178455	179153	-1	gene		178462	0	P0AF12				4.591655779049255e-07			9.915671822851857
PM0-9547	179154	179183	-1	promoter	[b0159, b0158, b0157]	179154	0					4.591655779049255e-07			9.915672282017436
PM0-9548	179196	179236	1	promoter	[b0160]	179196	0					4.591655779049255e-07			9.915672741183014
b0160	179237	180754	1	gene		179237	0	P15723				4.591655779049255e-07			9.915673200348593
PM00327	180845	180883	1	promoter	[b0161]	180845	0					4.591655779049255e-07			9.915673659514171
b0161	180884	182308	1	gene		180884	0	P0C0V0	Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1	degP	Cell inner membrane	0.25874720789080047	0.27530415300896866	0.27328637032161995	9.91567411867975
PM0-4741	182447	182462	1	promoter	[b0162]	182447	0					4.591655779049255e-07			10.17442132657055
b0162	182463	183620	1	gene		182463	0	P37047				4.591655779049255e-07			10.17442178573613
b0163	183709	184095	-1	gene		183709	0	P62768				4.591655779049255e-07			10.174422244901708
b0164	184257	185069	-1	gene		184257	0	P37049				4.591655779049255e-07			10.174422704067286
b0166	185123	185947	-1	gene		185123	0	P0A9D8	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1	dapD	Cytoplasm	0.5473423093565697	0.5451329959975358	0.5131747022878854	10.174423163232865
PM00328	185948	185977	-1	promoter	[b0166]	185948	0					4.591655779049255e-07			10.721765472589434
b0167	185978	188650	-1	gene		185978	0	P27249				4.591655779049255e-07			10.721765931755012
PM0-36128	188651	188655	-1	promoter	[b0167]	188651	0					4.591655779049255e-07			10.72176639092059
b0168	188712	189506	-1	gene		188712	0	P0AE18	Methionine aminopeptidase OS=Escherichia coli (strain K12) GN=map PE=1 SV=1	map	Cytoplasm	0.07420835772686801	0.07191956065406346	0.07148932997032015	10.72176685008617
PM0-9963	189712	189711	1	promoter	[b4414, b0169, b0170]	189712	1					4.591655779049255e-07			10.795975207813036
b4414	189712	189847	1	gene		189712	0					4.591655779049255e-07			10.795975666978615
b0169	189874	190599	1	gene		189874	0	P0A7V0	30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2	rpsB	Cytoplasm	1.294806947456188	1.2931078578717845	1.2797953841555247	10.795976126144193
b0170	190857	191708	1	gene		190857	0	P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2	tsf	Cytoplasm	0.9954031602330857	1.002669437636695	1.0084903116210153	12.090783073600381
PM0-1181	191812	191854	1	promoter	[b0171]	191812	0					4.591655779049255e-07			13.086186233833466
b0171	191855	192580	1	gene		191855	0	P0A7E9	Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2	pyrH	Cytoplasm	0.02528008242641876	0.030558617110571076	0.032681410141070455	13.086186692999044
PM0-46254	192814	192871	1	promoter	[b0172]	192814	0					4.591655779049255e-07			13.111466775425463
b0172	192872	193429	1	gene		192872	0	P0A805	Ribosome-recycling factor OS=Escherichia coli (strain K12) GN=frr PE=1 SV=1	frr	Cytoplasm	0.19331351051804535	0.1814160477760338	0.19481307677417461	13.111467234591041
b0173	193521	194717	1	gene		193521	0	P45568				4.591655779049255e-07			13.304780745109086
PM0-9964	194784	194902	1	promoter	[b0174]	194784	0					4.591655779049255e-07			13.304781204274665
b0174	194903	195664	1	gene		194903	0	P60472				4.591655779049255e-07			13.304781663440243
b0175	195677	196534	1	gene		195677	0	P0ABG1	Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2	cdsA	Cell inner membrane	0.0031166790581055406	0.0014875706474338326	0.002300875206470436	13.304782122605822
PM0-4462	196470	196545	1	promoter	[b0176]	196534	0					4.591655779049255e-07			13.307898801663928
b0176	196546	197898	1	gene		196546	0	P0AEH1	Regulator of sigma E protease OS=Escherichia coli (strain K12) GN=rseP PE=1 SV=1	rseP	Cell inner membrane	0.0005413126701299157	0.0004640120808515683	0.000566823333181698	13.307899260829506
PM0-8756	197026	197927	1	promoter	[b0184, b0183, b0182, b0181, b0180, b0179, b0178, b0177]	197898	0					4.591655779049255e-07			13.308440573499636
PM0-4444	197821	197927	1	promoter	[b0177]	197927	0					4.591655779049255e-07			13.308441032665215
b0177	197928	200360	1	gene		197928	0	P0A940	Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1	bamA	Cell outer membrane	0.3022208388996155	0.3048173660221869	0.32417296839472354	13.308441491830793
PM0-4386	200455	200481	1	promoter	[b0181, b0180, b0179, b0178]	200455	0					4.591655779049255e-07			13.610662330730408
b0178	200482	200967	1	gene		200482	0	P0AEU7	Chaperone protein skp OS=Escherichia coli (strain K12) GN=skp PE=1 SV=1	skp	Periplasm	0.2314114314220369	0.2630404771755203	0.24114796177606967	13.610662789895986
PM0-4424	200960	200970	1	promoter	[b0179]	200967	0					4.591655779049255e-07			13.842074221318024
b0179	200971	201996	1	gene		200971	0	P21645				4.591655779049255e-07			13.842074680483602
b0180	202101	202556	1	gene		202101	0	P0A6Q6	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabZ PE=1 SV=1	fabZ	Cytoplasm	0.14542267930024896	0.1176114369014534	0.13919436769139013	13.84207513964918
b0181	202560	203348	1	gene		202560	0	P0A722	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) GN=lpxA PE=1 SV=1	lpxA	Cytoplasm	0.04537256293678452	0.049163319033902295	0.04335467384221211	13.98749781894943
b0182	203348	204496	1	gene		203348	0	P10441	Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) GN=lpxB PE=1 SV=2	lpxB	Cell inner membrane	0.0022734053557835663	0.002175322425779346	0.0014373923124994324	14.032870381886214
b0183	204493	205089	1	gene		204496	0	P10442	Ribonuclease HII OS=Escherichia coli (strain K12) GN=rnhB PE=1 SV=2	rnhB	Cytoplasm	0.00387002675608643	0.003244801044155596	0.0030936785569981575	14.035143787241998
b0184	205126	208608	1	gene		205126	0	P10443	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) GN=dnaE PE=1 SV=1	dnaE	Cytoplasm	0.0009048088676672391	0.0007142816704691561	0.0007128496927126455	14.039013813998084
PM0-46356	208326	208620	1	promoter	[b0185]	208608	0					4.591655779049255e-07			14.03991862286575
b0185	208621	209580	1	gene		208621	0	P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	accA	Cytoplasm	0.22621333008306074	0.22043767251866303	0.22359257527475335	14.039919082031329
b0186	209679	211820	1	gene		209679	0	P52095				4.591655779049255e-07			14.26613241211439
b0187	211877	212266	1	gene		211877	0	P52096				4.591655779049255e-07			14.266132871279968
b0188	212331	213629	1	gene		212331	0	P52097	tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain K12) GN=tilS PE=1 SV=1	tilS	Cytoplasm	0.0005496664837005542	4.833391360101511e-07	6.344584626864982e-05	14.266133330445546
b0189	213678	213932	-1	gene		213678	0	P0AFW8				4.591655779049255e-07			14.266682996929246
b4406	213925	214125	-1	gene		213932	0	P0A8K5				4.591655779049255e-07			14.266683456094825
PM0-36224	214126	214187	-1	promoter	[b4406, b0189]	214126	0					4.591655779049255e-07			14.266683915260403
PM0-36225	214280	214290	1	promoter	[b0192, b0191, b0190]	214280	0					4.591655779049255e-07			14.266684374425981
b0190	214291	214836	1	gene		214291	0	P0AA97				4.591655779049255e-07			14.26668483359156
b0191	214833	215255	1	gene		214836	0	P40711				4.591655779049255e-07			14.266685292757138
b0192	215269	215979	1	gene		215269	0	P40710	Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1	nlpE	Cell outer membrane	0.0005332878922672538	0.00026208177866293914	0.0003175662174909104	14.266685751922717
b0193	216179	217003	-1	gene		216179	0	P37056				4.591655779049255e-07			14.267219039814984
b0194	217057	218775	-1	gene		217057	0	P16659	Prolyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4	proS	Cytoplasm	0.45670802838098784	0.46750269225249813	0.43155095715019304	14.267219498980563
PM00329	218776	218837	-1	promoter	[b0194]	218776	0					4.591655779049255e-07			14.72392752736155
b0195	218887	219594	-1	gene		218887	0	P28634				4.591655779049255e-07			14.723927986527128
b0196	219591	219995	-1	gene		219594	0	P69411	Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=4 SV=1	rcsF	Cell outer membrane	0.01827709949044962	0.017307872160894872	0.018317296782357544	14.723928445692707
b0197	220113	220928	-1	gene		220113	0	P28635	D-methionine-binding lipoprotein metQ OS=Escherichia coli (strain K12) GN=metQ PE=1 SV=2	metQ	Periplasm	1.4407659689695271	1.4825180010189736	1.4586867407589523	14.742205545183156
b0198	220968	221621	-1	gene		220968	0	P31547	D-methionine transport system permease protein metI OS=Escherichia coli (strain K12) GN=metI PE=1 SV=1	metI	Cell inner membrane	0.020364155836087368	0.028172807756780285	0.02320598096467381	16.182971514152683
b0199	221614	222645	-1	gene		221621	0	P30750	Methionine import ATP-binding protein MetN OS=Escherichia coli (strain K12) GN=metN PE=1 SV=4	metN	Cell inner membrane	0.06584129117778845	0.07101169080640221	0.06833483504208507	16.20333566998877
PM0-2482	222646	222714	-1	promoter	[b0197, b0198, b0199]	222646	0					4.591655779049255e-07			16.26917696116656
PM0-9966	222806	222832	1	promoter	[b0200]	222806	0					4.591655779049255e-07			16.269177420332138
b0200	222833	223408	1	gene		222833	0	P63228	D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1	gmhB	Cytoplasm	0.009916035202412592	0.012131289859843707	0.011151822385904606	16.269177879497715
PM0-1349	223485	223770	1	promoter	[b0205, b0204, b0203, b0202, b0201]	223485	0					4.591655779049255e-07			16.279093914700127
b0201	223771	225312	1	gene		223771	0					4.591655779049255e-07			16.279094373865703
b0202	225381	225457	1	gene		225381	0					4.591655779049255e-07			16.27909483303128
b0203	225500	225575	1	gene		225500	0					4.591655779049255e-07			16.279095292196857
b0204	225759	228662	1	gene		225759	0					4.591655779049255e-07			16.279095751362433
b0205	228756	228875	1	gene		228756	0					4.591655779049255e-07			16.27909621052801
b0206	228928	229004	1	gene		228928	0					4.591655779049255e-07			16.279096669693587
PM0-10442	229098	229166	1	promoter	[b0207]	229098	0					4.591655779049255e-07			16.279097128859163
b0207	229167	229970	1	gene		229167	0	P30863	2,5-diketo-D-gluconic acid reductase B OS=Escherichia coli (strain K12) GN=dkgB PE=1 SV=2	dkgB	Cytoplasm	0.004419570524436491	0.004193425980642784	0.004437850883489747	16.27909758802474
b0208	229967	230881	-1	gene		229970	0	P30864				4.591655779049255e-07			16.283517158549177
PM0-9742	231064	231121	1	promoter	[b0210, b0209]	231064	0					4.591655779049255e-07			16.283517617714754
b0209	231122	231922	1	gene		231122	0	P0A8U2				4.591655779049255e-07			16.28351807688033
b0210	231926	232549	1	gene		231926	0	P30866				4.591655779049255e-07			16.283518536045907
b0211	232597	233955	-1	gene		232597	0	P0AEZ7				4.591655779049255e-07			16.283518995211484
b0212	234027	234782	-1	gene		234027	0	P0AC84				4.591655779049255e-07			16.28351945437706
b0213	234816	235538	1	gene		234816	0	P75672				4.591655779049255e-07			16.283519913542637
b0214	235535	236002	-1	gene		235538	0	P0A7Y4	Ribonuclease HI OS=Escherichia coli (strain K12) GN=rnhA PE=1 SV=1	rnhA	Cytoplasm	0.0006904137934803445	0.0006602192688452959	0.0006925048939930396	16.283520372708214
PM00330	235934	236066	1	promoter	[b0215]	236002	0					4.591655779049255e-07			16.284210786501696
PM00332	236003	236041	-1	promoter	[b0214]	236066	1					4.591655779049255e-07			16.284211245667272
PM00331	236017	236066	1	promoter	[b0215]	236066	0					4.591655779049255e-07			16.28421170483285
b0215	236067	236798	1	gene		236067	0	P03007				4.591655779049255e-07			16.284212163998426
PM00644	236913	236930	1	promoter	[b0216]	236913	0					4.591655779049255e-07			16.284212623164002
b0216	236931	237007	1	gene		236931	0					4.591655779049255e-07			16.28421308232958
b0217	237335	238120	1	gene		237335	0	P77339				4.591655779049255e-07			16.284213541495156
b4586	238257	238736	-1	gene		238257	0	A5A605				4.591655779049255e-07			16.284214000660732
b0218	238746	239102	-1	gene		238746	0	P77354				4.591655779049255e-07			16.28421445982631
b4503	239106	239378	1	gene		239106	0					4.591655779049255e-07			16.284214918991886
b0219	239419	240189	-1	gene		239419	0	Q47679				4.591655779049255e-07			16.284215378157462
PM0-9967	240190	240216	-1	promoter	[b0219]	240190	0					4.591655779049255e-07			16.28421583732304
b0220	240343	240816	1	gene		240343	0	P0AD59	Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) GN=ivy PE=1 SV=1	ivy	Periplasm	0.047668793361372676	0.045476527873836686	0.048631627071826014	16.284216296488616
b0221	240859	243303	-1	gene		240859	0	Q47146				4.591655779049255e-07			16.331885089849987
PM0-9520	243304	243406	-1	promoter	[b0221]	243304	0					4.591655779049255e-07			16.331885549015563
b0222	243543	244121	1	gene		243543	0	P63224	Phosphoheptose isomerase OS=Escherichia coli (strain K12) GN=gmhA PE=1 SV=1	gmhA	Cytoplasm	0.12384864598193711	0.11631315795078605	0.10783706717481982	16.33188600818114
b0223	244327	245094	1	gene		244327	0	Q47147				4.591655779049255e-07			16.455734654163077
b0224	245065	245805	-1	gene		245094	0	P0AA99				4.591655779049255e-07			16.455735113328654
b0225	245961	246239	-1	gene		245961	0	Q47149				4.591655779049255e-07			16.45573557249423
b0226	246242	246502	-1	gene		246242	0	Q47150				4.591655779049255e-07			16.455736031659807
PM0-10350	246503	246615	-1	promoter	[b0226, b0225]	246503	0					4.591655779049255e-07			16.455736490825384
b0227	246712	247461	1	gene		246712	0	Q47151				4.591655779049255e-07			16.45573694999096
b0228	247637	248134	1	gene		247637	0	Q47152				4.591655779049255e-07			16.455737409156537
b0229	248358	250070	-1	gene		248358	0					4.591655779049255e-07			16.455737868322114
b0230	250072	250827	1	gene		250072	0					4.591655779049255e-07			16.45573832748769
PM0-10387	250880	250897	1	promoter	[b0234, b0233, b0232, b0231]	250880	0					4.591655779049255e-07			16.455738786653267
b0231	250898	251953	1	gene		250898	0	Q47155				4.591655779049255e-07			16.455739245818844
PM0-9802	251969	252004	1	promoter	[b0234, b0233, b0232]	251969	0					4.591655779049255e-07			16.45573970498442
b0232	252005	252298	1	gene		252005	0	Q47156				4.591655779049255e-07			16.455740164149997
b0233	252301	252699	1	gene		252301	0	Q47157				4.591655779049255e-07			16.455740623315574
b0234	252709	253161	1	gene		252709	0	Q47158				4.591655779049255e-07			16.45574108248115
b0235	253479	253685	1	gene		253479	0					4.591655779049255e-07			16.455741541646727
b0236	253702	254202	1	gene		253702	0					4.591655779049255e-07			16.455742000812304
b0237	254259	255716	-1	gene		254259	0	P15288				4.591655779049255e-07			16.45574245997788
PM00334	255717	255809	-1	promoter	[b0237]	255717	0					4.591655779049255e-07			16.455742919143457
PM0-10205	255914	255976	1	promoter	[b0238]	255914	0					4.591655779049255e-07			16.455743378309034
b0238	255977	256435	1	gene		255977	0	P0A9M5	Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1	gpt	Cell inner membrane	0.0949175874622661	0.09516303320878991	0.10018306520651957	16.45574383747461
PM0-10206	256502	256526	1	promoter	[b0239]	256502	0					4.591655779049255e-07			16.550661424936877
b0239	256527	257771	1	gene		256527	0	P04335				4.591655779049255e-07			16.550661884102453
PM0-9747	257810	257828	1	promoter	[b0240]	257810	0					4.591655779049255e-07			16.55066234326803
b0240	257829	259006	1	gene		257829	0	P24251	Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5	crl	Cytoplasm	0.05103372349901004	0.05085338584765701	0.04910728413204715	16.550662802433607
b0241	259045	260100	-1	gene		259045	0	P02932				4.591655779049255e-07			16.601696525932617
PM00119	260101	260158	-1	promoter	[b0241]	260101	0					4.591655779049255e-07			16.601696985098194
b0242	260388	261491	1	gene		260388	0	P0A7B5	Glutamate 5-kinase OS=Escherichia coli (strain K12) GN=proB PE=1 SV=1	proB	Cytoplasm	0.04342226959183436	0.04404618504059647	0.04645915905866567	16.60169744426377
b0243	261503	262756	1	gene		261503	0	P07004	Gamma-glutamyl phosphate reductase OS=Escherichia coli (strain K12) GN=proA PE=1 SV=2	proA	Cytoplasm	0.068701618120676	0.0709750354022598	0.06988973145396175	16.645119713855603
PM00645	262841	262870	1	promoter	[b0244]	262841	0					4.591655779049255e-07			16.71382133197628
b0244	262871	262946	1	gene		262871	0					4.591655779049255e-07			16.713821791141857
b4626	263150	263212	-1	gene		263150	0					4.591655779049255e-07			16.713822250307434
b0245	263328	263669	-1	gene		263328	0	P77692				4.591655779049255e-07			16.71382270947301
b0246	263690	264007	-1	gene		263690	0	Q47684				4.591655779049255e-07			16.713823168638587
b4504	264026	264247	-1	gene		264026	0	Q9XB42				4.591655779049255e-07			16.713823627804164
b0247	264256	264732	-1	gene		264256	0	Q47685				4.591655779049255e-07			16.71382408696974
b0248	264748	265206	-1	gene		264748	0	P75676				4.591655779049255e-07			16.713824546135317
b0249	265304	265543	-1	gene		265304	0	P75677				4.591655779049255e-07			16.713825005300894
b0250	265620	266087	-1	gene		265620	0	P77162				4.591655779049255e-07			16.71382546446647
PM0-10528	266088	266227	-1	promoter	[b0245, b0246, b4504, b0247, b0248, b0249, b0250]	266088	0					4.591655779049255e-07			16.713825923632047
b0251	266110	266553	-1	gene		266227	0	P77365				4.591655779049255e-07			16.713826382797624
b4627	266553	266774	-1	gene		266553	0					4.591655779049255e-07			16.7138268419632
b4628	266776	266967	-1	gene		266776	0					4.591655779049255e-07			16.713827301128777
b0252	267184	268005	-1	gene		267184	0	P77206				4.591655779049255e-07			16.713827760294354
