gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b0157	177001	177624	-1	gene		177001	0	P0AFP0							110.73090803705458	17803.290745743416
b0158	177662	178462	-1	gene		177662	0	P37028							110.73090803705458	17914.02165378047
b0159	178455	179153	-1	gene		178462	0	P0AF12							110.73090803705458	18024.752561817524
PM0-9547	179154	179183	-1	promoter	[b0159, b0158, b0157]	179154	0								10.0	18135.48346985458
PM0-9548	179196	179236	1	promoter	[b0160]	179196	0								10.0	18145.48346985458
b0160	179237	180754	1	gene		179237	0	P15723							110.73090803705458	18155.48346985458
PM00327	180845	180883	1	promoter	[b0161]	180845	0								10.0	18266.214377891632
b0161	180884	182308	1	gene		180884	0	P0C0V0	Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1	degP	Cell inner membrane	0.25874720789080047	0.27530415300896866	0.27328637032161995	110.73090803705458	18276.214377891632
PM0-4741	182447	182462	1	promoter	[b0162]	182447	0								10.0	18386.945285928687
b0162	182463	183620	1	gene		182463	0	P37047							110.73090803705458	18396.945285928687
b0163	183709	184095	-1	gene		183709	0	P62768							110.73090803705458	18507.67619396574
b0164	184257	185069	-1	gene		184257	0	P37049							110.73090803705458	18618.407102002795
b0166	185123	185947	-1	gene		185123	0	P0A9D8	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) GN=dapD PE=1 SV=1	dapD	Cytoplasm	0.5473423093565697	0.5451329959975358	0.5131747022878854	110.73090803705458	18729.13801003985
PM00328	185948	185977	-1	promoter	[b0166]	185948	0								10.0	18839.868918076903
b0167	185978	188650	-1	gene		185978	0	P27249							110.73090803705458	18849.868918076903
PM0-36128	188651	188655	-1	promoter	[b0167]	188651	0								10.0	18960.599826113958
b0168	188712	189506	-1	gene		188712	0	P0AE18	Methionine aminopeptidase OS=Escherichia coli (strain K12) GN=map PE=1 SV=1	map	Cytoplasm	0.07420835772686801	0.07191956065406346	0.07148932997032015	110.73090803705458	18970.599826113958
PM0-9963	189712	189711	1	promoter	[b4414, b0169, b0170]	189712	1								10.0	19081.33073415101
b4414	189712	189847	1	gene		189712	0								110.73090803705458	19091.33073415101
b0169	189874	190599	1	gene		189874	0	P0A7V0	30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2	rpsB	Cytoplasm	1.294806947456188	1.2931078578717845	1.2797953841555247	110.73090803705458	19202.061642188066
b0170	190857	191708	1	gene		190857	0	P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2	tsf	Cytoplasm	0.9954031602330857	1.002669437636695	1.0084903116210153	110.73090803705458	19312.79255022512
PM0-1181	191812	191854	1	promoter	[b0171]	191812	0								10.0	19423.523458262174
b0171	191855	192580	1	gene		191855	0	P0A7E9	Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2	pyrH	Cytoplasm	0.02528008242641876	0.030558617110571076	0.032681410141070455	110.73090803705458	19433.523458262174
PM0-46254	192814	192871	1	promoter	[b0172]	192814	0								10.0	19544.25436629923
b0172	192872	193429	1	gene		192872	0	P0A805	Ribosome-recycling factor OS=Escherichia coli (strain K12) GN=frr PE=1 SV=1	frr	Cytoplasm	0.19331351051804535	0.1814160477760338	0.19481307677417461	110.73090803705458	19554.25436629923
b0173	193521	194717	1	gene		193521	0	P45568							110.73090803705458	19664.985274336283
PM0-9964	194784	194902	1	promoter	[b0174]	194784	0								10.0	19775.716182373337
b0174	194903	195664	1	gene		194903	0	P60472							110.73090803705458	19785.716182373337
b0175	195677	196534	1	gene		195677	0	P0ABG1	Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2	cdsA	Cell inner membrane	0.0031166790581055406	0.0014875706474338326	0.002300875206470436	110.73090803705458	19896.44709041039
PM0-4462	196470	196545	1	promoter	[b0176]	196534	0								10.0	20007.177998447445
b0176	196546	197898	1	gene		196546	0	P0AEH1	Regulator of sigma E protease OS=Escherichia coli (strain K12) GN=rseP PE=1 SV=1	rseP	Cell inner membrane	0.0005413126701299157	0.0004640120808515683	0.000566823333181698	110.73090803705458	20017.177998447445
PM0-8756	197026	197927	1	promoter	[b0184, b0183, b0182, b0181, b0180, b0179, b0178, b0177]	197898	0								10.0	20127.9089064845
PM0-4444	197821	197927	1	promoter	[b0177]	197927	0								10.0	20137.9089064845
b0177	197928	200360	1	gene		197928	0	P0A940	Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1	bamA	Cell outer membrane	0.3022208388996155	0.3048173660221869	0.32417296839472354	110.73090803705458	20147.9089064845
PM0-4386	200455	200481	1	promoter	[b0181, b0180, b0179, b0178]	200455	0								10.0	20258.639814521553
b0178	200482	200967	1	gene		200482	0	P0AEU7	Chaperone protein skp OS=Escherichia coli (strain K12) GN=skp PE=1 SV=1	skp	Periplasm	0.2314114314220369	0.2630404771755203	0.24114796177606967	110.73090803705458	20268.639814521553
PM0-4424	200960	200970	1	promoter	[b0179]	200967	0								10.0	20379.370722558608
b0179	200971	201996	1	gene		200971	0	P21645							110.73090803705458	20389.370722558608
b0180	202101	202556	1	gene		202101	0	P0A6Q6	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabZ PE=1 SV=1	fabZ	Cytoplasm	0.14542267930024896	0.1176114369014534	0.13919436769139013	110.73090803705458	20500.101630595662
b0181	202560	203348	1	gene		202560	0	P0A722	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) GN=lpxA PE=1 SV=1	lpxA	Cytoplasm	0.04537256293678452	0.049163319033902295	0.04335467384221211	110.73090803705458	20610.832538632716
b0182	203348	204496	1	gene		203348	0	P10441	Lipid-A-disaccharide synthase OS=Escherichia coli (strain K12) GN=lpxB PE=1 SV=2	lpxB	Cell inner membrane	0.0022734053557835663	0.002175322425779346	0.0014373923124994324	110.73090803705458	20721.56344666977
b0183	204493	205089	1	gene		204496	0	P10442	Ribonuclease HII OS=Escherichia coli (strain K12) GN=rnhB PE=1 SV=2	rnhB	Cytoplasm	0.00387002675608643	0.003244801044155596	0.0030936785569981575	110.73090803705458	20832.294354706824
b0184	205126	208608	1	gene		205126	0	P10443	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) GN=dnaE PE=1 SV=1	dnaE	Cytoplasm	0.0009048088676672391	0.0007142816704691561	0.0007128496927126455	110.73090803705458	20943.02526274388
PM0-46356	208326	208620	1	promoter	[b0185]	208608	0								10.0	21053.756170780933
b0185	208621	209580	1	gene		208621	0	P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	accA	Cytoplasm	0.22621333008306074	0.22043767251866303	0.22359257527475335	110.73090803705458	21063.756170780933
b0186	209679	211820	1	gene		209679	0	P52095							110.73090803705458	21174.487078817987
b0187	211877	212266	1	gene		211877	0	P52096							110.73090803705458	21285.21798685504
b0188	212331	213629	1	gene		212331	0	P52097	tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain K12) GN=tilS PE=1 SV=1	tilS	Cytoplasm	0.0005496664837005542	4.833391360101511e-07	6.344584626864982e-05	110.73090803705458	21395.948894892095
b0189	213678	213932	-1	gene		213678	0	P0AFW8							110.73090803705458	21506.67980292915
b4406	213925	214125	-1	gene		213932	0	P0A8K5							110.73090803705458	21617.410710966204
PM0-36224	214126	214187	-1	promoter	[b4406, b0189]	214126	0								10.0	21728.141619003258
PM0-36225	214280	214290	1	promoter	[b0192, b0191, b0190]	214280	0								10.0	21738.141619003258
b0190	214291	214836	1	gene		214291	0	P0AA97							110.73090803705458	21748.141619003258
b0191	214833	215255	1	gene		214836	0	P40711							110.73090803705458	21858.872527040312
b0192	215269	215979	1	gene		215269	0	P40710	Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1	nlpE	Cell outer membrane	0.0005332878922672538	0.00026208177866293914	0.0003175662174909104	110.73090803705458	21969.603435077366
b0193	216179	217003	-1	gene		216179	0	P37056							110.73090803705458	22080.33434311442
b0194	217057	218775	-1	gene		217057	0	P16659	Prolyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4	proS	Cytoplasm	0.45670802838098784	0.46750269225249813	0.43155095715019304	110.73090803705458	22191.065251151475
PM00329	218776	218837	-1	promoter	[b0194]	218776	0								10.0	22301.79615918853
b0195	218887	219594	-1	gene		218887	0	P28634							110.73090803705458	22311.79615918853
b0196	219591	219995	-1	gene		219594	0	P69411	Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=4 SV=1	rcsF	Cell outer membrane	0.01827709949044962	0.017307872160894872	0.018317296782357544	110.73090803705458	22422.527067225583
b0197	220113	220928	-1	gene		220113	0	P28635	D-methionine-binding lipoprotein metQ OS=Escherichia coli (strain K12) GN=metQ PE=1 SV=2	metQ	Periplasm	1.4407659689695271	1.4825180010189736	1.4586867407589523	110.73090803705458	22533.257975262637
b0198	220968	221621	-1	gene		220968	0	P31547	D-methionine transport system permease protein metI OS=Escherichia coli (strain K12) GN=metI PE=1 SV=1	metI	Cell inner membrane	0.020364155836087368	0.028172807756780285	0.02320598096467381	110.73090803705458	22643.98888329969
b0199	221614	222645	-1	gene		221621	0	P30750	Methionine import ATP-binding protein MetN OS=Escherichia coli (strain K12) GN=metN PE=1 SV=4	metN	Cell inner membrane	0.06584129117778845	0.07101169080640221	0.06833483504208507	110.73090803705458	22754.719791336745
PM0-2482	222646	222714	-1	promoter	[b0197, b0198, b0199]	222646	0								10.0	22865.4506993738
PM0-9966	222806	222832	1	promoter	[b0200]	222806	0								10.0	22875.4506993738
b0200	222833	223408	1	gene		222833	0	P63228	D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1	gmhB	Cytoplasm	0.009916035202412592	0.012131289859843707	0.011151822385904606	110.73090803705458	22885.4506993738
PM0-1349	223485	223770	1	promoter	[b0205, b0204, b0203, b0202, b0201]	223485	0								10.0	22996.181607410854
b0201	223771	225312	1	gene		223771	0								110.73090803705458	23006.181607410854
b0202	225381	225457	1	gene		225381	0								110.73090803705458	23116.912515447908
b0203	225500	225575	1	gene		225500	0								110.73090803705458	23227.643423484962
b0204	225759	228662	1	gene		225759	0								110.73090803705458	23338.374331522016
b0205	228756	228875	1	gene		228756	0								110.73090803705458	23449.10523955907
b0206	228928	229004	1	gene		228928	0								110.73090803705458	23559.836147596125
PM0-10442	229098	229166	1	promoter	[b0207]	229098	0								10.0	23670.56705563318
b0207	229167	229970	1	gene		229167	0	P30863	2,5-diketo-D-gluconic acid reductase B OS=Escherichia coli (strain K12) GN=dkgB PE=1 SV=2	dkgB	Cytoplasm	0.004419570524436491	0.004193425980642784	0.004437850883489747	110.73090803705458	23680.56705563318
b0208	229967	230881	-1	gene		229970	0	P30864							110.73090803705458	23791.297963670233
PM0-9742	231064	231121	1	promoter	[b0210, b0209]	231064	0								10.0	23902.028871707287
b0209	231122	231922	1	gene		231122	0	P0A8U2							110.73090803705458	23912.028871707287
b0210	231926	232549	1	gene		231926	0	P30866							110.73090803705458	24022.75977974434
b0211	232597	233955	-1	gene		232597	0	P0AEZ7							110.73090803705458	24133.490687781396
b0212	234027	234782	-1	gene		234027	0	P0AC84							110.73090803705458	24244.22159581845
b0213	234816	235538	1	gene		234816	0	P75672							110.73090803705458	24354.952503855504
b0214	235535	236002	-1	gene		235538	0	P0A7Y4	Ribonuclease HI OS=Escherichia coli (strain K12) GN=rnhA PE=1 SV=1	rnhA	Cytoplasm	0.0006904137934803445	0.0006602192688452959	0.0006925048939930396	110.73090803705458	24465.683411892558
PM00330	235934	236066	1	promoter	[b0215]	236002	0								10.0	24576.414319929612
PM00332	236003	236041	-1	promoter	[b0214]	236066	1								10.0	24586.414319929612
PM00331	236017	236066	1	promoter	[b0215]	236066	0								10.0	24596.414319929612
b0215	236067	236798	1	gene		236067	0	P03007							110.73090803705458	24606.414319929612
PM00644	236913	236930	1	promoter	[b0216]	236913	0								10.0	24717.145227966666
b0216	236931	237007	1	gene		236931	0								110.73090803705458	24727.145227966666
b0217	237335	238120	1	gene		237335	0	P77339							110.73090803705458	24837.87613600372
b4586	238257	238736	-1	gene		238257	0	A5A605							110.73090803705458	24948.607044040775
b0218	238746	239102	-1	gene		238746	0	P77354							110.73090803705458	25059.33795207783
b4503	239106	239378	1	gene		239106	0								110.73090803705458	25170.068860114883
b0219	239419	240189	-1	gene		239419	0	Q47679							110.73090803705458	25280.799768151937
PM0-9967	240190	240216	-1	promoter	[b0219]	240190	0								10.0	25391.53067618899
b0220	240343	240816	1	gene		240343	0	P0AD59	Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) GN=ivy PE=1 SV=1	ivy	Periplasm	0.047668793361372676	0.045476527873836686	0.048631627071826014	110.73090803705458	25401.53067618899
b0221	240859	243303	-1	gene		240859	0	Q47146							110.73090803705458	25512.261584226046
PM0-9520	243304	243406	-1	promoter	[b0221]	243304	0								10.0	25622.9924922631
b0222	243543	244121	1	gene		243543	0	P63224	Phosphoheptose isomerase OS=Escherichia coli (strain K12) GN=gmhA PE=1 SV=1	gmhA	Cytoplasm	0.12384864598193711	0.11631315795078605	0.10783706717481982	110.73090803705458	25632.9924922631
b0223	244327	245094	1	gene		244327	0	Q47147							110.73090803705458	25743.723400300154
b0224	245065	245805	-1	gene		245094	0	P0AA99							110.73090803705458	25854.45430833721
b0225	245961	246239	-1	gene		245961	0	Q47149							110.73090803705458	25965.185216374262
b0226	246242	246502	-1	gene		246242	0	Q47150							110.73090803705458	26075.916124411317
PM0-10350	246503	246615	-1	promoter	[b0226, b0225]	246503	0								10.0	26186.64703244837
b0227	246712	247461	1	gene		246712	0	Q47151							110.73090803705458	26196.64703244837
b0228	247637	248134	1	gene		247637	0	Q47152							110.73090803705458	26307.377940485425
b0229	248358	250070	-1	gene		248358	0								110.73090803705458	26418.10884852248
b0230	250072	250827	1	gene		250072	0								110.73090803705458	26528.839756559533
PM0-10387	250880	250897	1	promoter	[b0234, b0233, b0232, b0231]	250880	0								10.0	26639.570664596587
b0231	250898	251953	1	gene		250898	0	Q47155							110.73090803705458	26649.570664596587
PM0-9802	251969	252004	1	promoter	[b0234, b0233, b0232]	251969	0								10.0	26760.30157263364
b0232	252005	252298	1	gene		252005	0	Q47156							110.73090803705458	26770.30157263364
b0233	252301	252699	1	gene		252301	0	Q47157							110.73090803705458	26881.032480670696
b0234	252709	253161	1	gene		252709	0	Q47158							110.73090803705458	26991.76338870775
b0235	253479	253685	1	gene		253479	0								110.73090803705458	27102.494296744804
b0236	253702	254202	1	gene		253702	0								110.73090803705458	27213.22520478186
b0237	254259	255716	-1	gene		254259	0	P15288							110.73090803705458	27323.956112818913
PM00334	255717	255809	-1	promoter	[b0237]	255717	0								10.0	27434.687020855967
PM0-10205	255914	255976	1	promoter	[b0238]	255914	0								10.0	27444.687020855967
b0238	255977	256435	1	gene		255977	0	P0A9M5	Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1	gpt	Cell inner membrane	0.0949175874622661	0.09516303320878991	0.10018306520651957	110.73090803705458	27454.687020855967
PM0-10206	256502	256526	1	promoter	[b0239]	256502	0								10.0	27565.41792889302
b0239	256527	257771	1	gene		256527	0	P04335							110.73090803705458	27575.41792889302
PM0-9747	257810	257828	1	promoter	[b0240]	257810	0								10.0	27686.148836930075
b0240	257829	259006	1	gene		257829	0	P24251	Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5	crl	Cytoplasm	0.05103372349901004	0.05085338584765701	0.04910728413204715	110.73090803705458	27696.148836930075
b0241	259045	260100	-1	gene		259045	0	P02932							110.73090803705458	27806.87974496713
PM00119	260101	260158	-1	promoter	[b0241]	260101	0								10.0	27917.610653004183
b0242	260388	261491	1	gene		260388	0	P0A7B5	Glutamate 5-kinase OS=Escherichia coli (strain K12) GN=proB PE=1 SV=1	proB	Cytoplasm	0.04342226959183436	0.04404618504059647	0.04645915905866567	110.73090803705458	27927.610653004183
b0243	261503	262756	1	gene		261503	0	P07004	Gamma-glutamyl phosphate reductase OS=Escherichia coli (strain K12) GN=proA PE=1 SV=2	proA	Cytoplasm	0.068701618120676	0.0709750354022598	0.06988973145396175	110.73090803705458	28038.341561041238
PM00645	262841	262870	1	promoter	[b0244]	262841	0								10.0	28149.07246907829
b0244	262871	262946	1	gene		262871	0								110.73090803705458	28159.07246907829
b4626	263150	263212	-1	gene		263150	0								110.73090803705458	28269.803377115346
b0245	263328	263669	-1	gene		263328	0	P77692							110.73090803705458	28380.5342851524
b0246	263690	264007	-1	gene		263690	0	Q47684							110.73090803705458	28491.265193189454
b4504	264026	264247	-1	gene		264026	0	Q9XB42							110.73090803705458	28601.99610122651
b0247	264256	264732	-1	gene		264256	0	Q47685							110.73090803705458	28712.727009263563
b0248	264748	265206	-1	gene		264748	0	P75676							110.73090803705458	28823.457917300617
b0249	265304	265543	-1	gene		265304	0	P75677							110.73090803705458	28934.18882533767
b0250	265620	266087	-1	gene		265620	0	P77162							110.73090803705458	29044.919733374725
PM0-10528	266088	266227	-1	promoter	[b0245, b0246, b4504, b0247, b0248, b0249, b0250]	266088	0								10.0	29155.65064141178
b0251	266110	266553	-1	gene		266227	0	P77365							110.73090803705458	29165.65064141178
b4627	266553	266774	-1	gene		266553	0								110.73090803705458	29276.381549448834
b4628	266776	266967	-1	gene		266776	0								110.73090803705458	29387.112457485888
b0252	267184	268005	-1	gene		267184	0	P77206							110.73090803705458	29497.843365522942
PM0-9968	268006	268026	-1	promoter	[b0252]	268006	0								10.0	29608.574273559996
b0253	268097	268960	-1	gene		268097	0	P75678							110.73090803705458	29618.574273559996
b0254	269289	270182	-1	gene		269289	0	Q57083							110.73090803705458	29729.30518159705
PM0-46127	270226	270241	1	promoter	[b0257, b0256, b0255]	270226	0								10.0	29840.036089634104
b4587	270278	272189	1	gene		270278	0								110.73090803705458	29850.036089634104
