E_coli_K12	E_coli_W3110	Identity_E_coli_K12.to.E_coli_W3110	Identity_E_coli_W3110.to.E_coli_K12
sp|P46854|AAAT_ECOLI	W3110_lambdaRed.CDS.3857	100.0	100.0
sp|P46855|YHHZ_ECOLI	W3110_lambdaRed.CDS.3856	100.0	100.0
sp|P46856|YRHA_ECOLI	W3110_lambdaRed.CDS.3855	100.0	100.0
sp|P46857|YRHB_ECOLI	W3110_lambdaRed.CDS.3852	100.0	100.0
sp|P46859|GNTK_ECOLI	W3110_lambdaRed.CDS.3861	100.0	100.0
sp|P46883|AMO_ECOLI	W3110_lambdaRed.CDS.1365	100.0	100.0
sp|P46887|YECH_ECOLI	W3110_lambdaRed.CDS.1899	100.0	100.0
sp|P46888|USPC_ECOLI	W3110_lambdaRed.CDS.1888	100.0	100.0
sp|P46889|FTSK_ECOLI	W3110_lambdaRed.CDS.893	100.0	100.0
sp|P46890|YBAE_ECOLI	W3110_lambdaRed.CDS.445	100.0	100.0
sp|P46891|COF_ECOLI	W3110_lambdaRed.CDS.446	100.0	100.0
sp|P46923|TORZ_ECOLI	W3110_lambdaRed.CDS.1864	100.0	100.0
sp|P50456|MLC_ECOLI	W3110_lambdaRed.CDS.1576	100.0	100.0
sp|P50457|PUUE_ECOLI	W3110_lambdaRed.CDS.1278	100.0	100.0
sp|P52127|YFJL_ECOLI	W3110_lambdaRed.CDS.2625	100.0	100.0
sp|P52128|YFJM_ECOLI	W3110_lambdaRed.CDS.2626	100.0	100.0
sp|P52129|RNLA_ECOLI	W3110_lambdaRed.CDS.2627	100.0	100.0
sp|P56100|CYDX_ECOLI	W3110_lambdaRed.CDS.738	100.0	100.0
sp|P56258|WECF_ECOLI	W3110_lambdaRed.CDS.3489	100.0	100.0
sp|P56262|DLHH_ECOLI	W3110_lambdaRed.CDS.3454	100.0	100.0
sp|P56579|PTHC_ECOLI	W3110_lambdaRed.CDS.2694	100.0	100.0
sp|P56580|PTHB_ECOLI	W3110_lambdaRed.CDS.2695	100.0	100.0
sp|P58034|YMGF_ECOLI	W3110_lambdaRed.CDS.1130	100.0	100.0
sp|P58035|SGCB_ECOLI	W3110_lambdaRed.CDS.4332	100.0	100.0
sp|P58094|YCIX_ECOLI	W3110_lambdaRed.CDS.1247	100.0	100.0
sp|P60061|ADIC_ECOLI	W3110_lambdaRed.CDS.4141	100.0	100.0
sp|P60293|MUKF_ECOLI	W3110_lambdaRed.CDS.926	100.0	100.0
sp|P60340|TRUB_ECOLI	W3110_lambdaRed.CDS.3169	100.0	100.0
sp|P60390|RSMH_ECOLI	W3110_lambdaRed.CDS.80	100.0	100.0
sp|P60422|RL2_ECOLI	W3110_lambdaRed.CDS.3982	100.0	100.0
sp|P60438|RL3_ECOLI	W3110_lambdaRed.CDS.3979	100.0	100.0
sp|P60472|UPPS_ECOLI	W3110_lambdaRed.CDS.174	100.0	100.0
sp|P60546|KGUA_ECOLI	W3110_lambdaRed.CDS.3634	100.0	100.0
sp|P60560|GUAC_ECOLI	W3110_lambdaRed.CDS.101	100.0	100.0
sp|P60566|FIXA_ECOLI	W3110_lambdaRed.CDS.37	100.0	100.0
sp|P60584|CAIA_ECOLI	W3110_lambdaRed.CDS.35	100.0	100.0
sp|P60595|HIS5_ECOLI	W3110_lambdaRed.CDS.2009	100.0	100.0
sp|P60624|RL24_ECOLI	W3110_lambdaRed.CDS.3990	100.0	100.0
sp|P60632|YOHJ_ECOLI	W3110_lambdaRed.CDS.2132	100.0	100.0
sp|P60651|SPEB_ECOLI	W3110_lambdaRed.CDS.2935	100.0	100.0
sp|P60664|HIS6_ECOLI	W3110_lambdaRed.CDS.2011	100.0	100.0
sp|P60716|LIPA_ECOLI	W3110_lambdaRed.CDS.638	100.0	100.0
sp|P60720|LIPB_ECOLI	W3110_lambdaRed.CDS.640	100.0	100.0
sp|P60723|RL4_ECOLI	W3110_lambdaRed.CDS.3980	100.0	100.0
sp|P60752|MSBA_ECOLI	W3110_lambdaRed.CDS.918	100.0	100.0
sp|P60757|HIS1_ECOLI	W3110_lambdaRed.CDS.2005	100.0	100.0
sp|P60778|TSGA_ECOLI	W3110_lambdaRed.CDS.3933	100.0	100.0
sp|P56256|YSAA_ECOLI	W3110_lambdaRed.CDS.3712	100.0	100.0
sp|P55914|YJJZ_ECOLI	W3110_lambdaRed.CDS.4405	100.0	100.0
sp|P52130|RNLB_ECOLI	W3110_lambdaRed.CDS.2628	100.0	100.0
sp|P55799|PRP2_ECOLI	W3110_lambdaRed.CDS.2728	100.0	100.0
sp|P52131|YFJP_ECOLI	W3110_lambdaRed.CDS.2629	100.0	100.0
sp|P52132|YFJQ_ECOLI	W3110_lambdaRed.CDS.2630	100.0	100.0
sp|P52133|YFJR_ECOLI	W3110_lambdaRed.CDS.2631	100.0	100.0
sp|P52134|YPJK_ECOLI	W3110_lambdaRed.CDS.2632	100.0	100.0
sp|P52135|YFJT_ECOLI	W3110_lambdaRed.CDS.2634	100.0	100.0
sp|P52138|YFJW_ECOLI	W3110_lambdaRed.CDS.2638	100.0	100.0
sp|P52140|YFJY_ECOLI	W3110_lambdaRed.CDS.2641	100.0	100.0
sp|P52141|YFJZ_ECOLI	W3110_lambdaRed.CDS.2642	100.0	100.0
sp|P52598|YGBI_ECOLI	W3110_lambdaRed.CDS.2729	100.0	100.0
sp|P52599|EMRK_ECOLI	W3110_lambdaRed.CDS.2376	100.0	100.0
sp|P52600|EMRY_ECOLI	W3110_lambdaRed.CDS.2375	100.0	100.0
sp|P52612|FLII_ECOLI	W3110_lambdaRed.CDS.1929	100.0	100.0
sp|P52613|FLIJ_ECOLI	W3110_lambdaRed.CDS.1930	100.0	100.0
sp|P52614|FLIK_ECOLI	W3110_lambdaRed.CDS.1931	100.0	100.0
sp|P52627|FLIZ_ECOLI	W3110_lambdaRed.CDS.1913	100.0	100.0
sp|P52643|LDHD_ECOLI	W3110_lambdaRed.CDS.1359	100.0	100.0
sp|P52644|HSLJ_ECOLI	W3110_lambdaRed.CDS.1358	100.0	100.0
sp|P52645|YDBH_ECOLI	W3110_lambdaRed.CDS.1360	100.0	100.0
sp|P52647|NIFJ_ECOLI	W3110_lambdaRed.CDS.1356	100.0	100.0
sp|P52696|YBHD_ECOLI	W3110_lambdaRed.CDS.765	100.0	100.0
sp|P52697|6PGL_ECOLI	W3110_lambdaRed.CDS.764	100.0	100.0
sp|P54745|MNGA_ECOLI	W3110_lambdaRed.CDS.733	100.0	100.0
sp|P54746|MNGB_ECOLI	W3110_lambdaRed.CDS.734	100.0	100.0
sp|P54901|CSIE_ECOLI	W3110_lambdaRed.CDS.2538	100.0	100.0
sp|P55135|RLMD_ECOLI	W3110_lambdaRed.CDS.2784	100.0	100.0
sp|P55138|YGCE_ECOLI	W3110_lambdaRed.CDS.2772	100.0	100.0
sp|P55140|YGCG_ECOLI	W3110_lambdaRed.CDS.2777	100.0	100.0
sp|P55734|YGAP_ECOLI	W3110_lambdaRed.CDS.2661	100.0	100.0
sp|P55798|PRP1_ECOLI	W3110_lambdaRed.CDS.1829	100.0	100.0
sp|P46133|ABGT_ECOLI	W3110_lambdaRed.CDS.1314	100.0	100.0
sp|P46130|YBHC_ECOLI	W3110_lambdaRed.CDS.770	100.0	100.0
sp|P46126|YFIM_ECOLI	W3110_lambdaRed.CDS.2589	100.0	100.0
sp|P42904|PTPB2_ECOLI	W3110_lambdaRed.CDS.3135	100.0	100.0
sp|P42906|AGAA_ECOLI	W3110_lambdaRed.CDS.3137	100.0	100.0
sp|P42907|AGAS_ECOLI	W3110_lambdaRed.CDS.3139	100.0	100.0
sp|P42909|PTPB1_ECOLI	W3110_lambdaRed.CDS.3141	100.0	100.0
sp|P42910|PTPC1_ECOLI	W3110_lambdaRed.CDS.3142	100.0	100.0
sp|P42911|PTPD_ECOLI	W3110_lambdaRed.CDS.3143	100.0	100.0
sp|P42913|YRAH_ECOLI	W3110_lambdaRed.CDS.3145	100.0	100.0
sp|P42914|YRAI_ECOLI	W3110_lambdaRed.CDS.3146	100.0	100.0
sp|P42915|YRAJ_ECOLI	W3110_lambdaRed.CDS.3147	100.0	100.0
sp|P43319|YRAK_ECOLI	W3110_lambdaRed.CDS.3148	100.0	100.0
sp|P43329|HRPA_ECOLI	W3110_lambdaRed.CDS.1393	100.0	100.0
sp|P43337|NUDL_ECOLI	W3110_lambdaRed.CDS.1803	100.0	100.0
sp|P43340|YCAK_ECOLI	W3110_lambdaRed.CDS.905	100.0	100.0
sp|P43341|LPXH_ECOLI	W3110_lambdaRed.CDS.523	100.0	100.0
sp|P43531|YNFM_ECOLI	W3110_lambdaRed.CDS.1578	100.0	100.0
sp|P43533|FLGN_ECOLI	W3110_lambdaRed.CDS.1033	100.0	100.0
sp|P43667|YGAH_ECOLI	W3110_lambdaRed.CDS.2677	100.0	100.0
sp|P43671|PQIB_ECOLI	W3110_lambdaRed.CDS.957	100.0	100.0
sp|P43672|UUP_ECOLI	W3110_lambdaRed.CDS.955	100.0	100.0
sp|P43674|YCAL_ECOLI	W3110_lambdaRed.CDS.913	100.0	100.0
sp|P43676|PITB_ECOLI	W3110_lambdaRed.CDS.2987	100.0	100.0
sp|P45394|YRBG_ECOLI	W3110_lambdaRed.CDS.3199	100.0	100.0
sp|P45395|KDSD_ECOLI	W3110_lambdaRed.CDS.3200	100.0	100.0
sp|P45420|YHCD_ECOLI	W3110_lambdaRed.CDS.3219	100.0	100.0
sp|P45422|YHCF_ECOLI	W3110_lambdaRed.CDS.3223	100.0	100.0
sp|P45423|YHCG_ECOLI	W3110_lambdaRed.CDS.3224	100.0	100.0
sp|P45424|YHCH_ECOLI	W3110_lambdaRed.CDS.3225	100.0	100.0
sp|P45425|NANK_ECOLI	W3110_lambdaRed.CDS.3226	100.0	100.0
sp|P45428|DCUD_ECOLI	W3110_lambdaRed.CDS.3231	100.0	100.0
sp|P45463|TTDR_ECOLI	W3110_lambdaRed.CDS.3060	100.0	100.0
sp|P42905|PTPC2_ECOLI	W3110_lambdaRed.CDS.3136	100.0	100.0
sp|P42641|OBG_ECOLI	W3110_lambdaRed.CDS.3186	100.0	100.0
sp|P45465|YRAN_ECOLI	W3110_lambdaRed.CDS.3151	100.0	100.0
sp|P42640|YHBX_ECOLI	W3110_lambdaRed.CDS.3176	100.0	100.0
sp|P41039|YBII_ECOLI	W3110_lambdaRed.CDS.805	100.0	100.0
sp|P41052|MLTB_ECOLI	W3110_lambdaRed.CDS.2693	100.0	100.0
sp|P41407|AZOR_ECOLI	W3110_lambdaRed.CDS.1392	100.0	100.0
sp|P41409|RIHA_ECOLI	W3110_lambdaRed.CDS.662	100.0	100.0
sp|P41441|GSPF_ECOLI	W3110_lambdaRed.CDS.3972	100.0	100.0
sp|P41442|GSPG_ECOLI	W3110_lambdaRed.CDS.3971	100.0	100.0
sp|P41443|GSPH_ECOLI	W3110_lambdaRed.CDS.3970	100.0	100.0
sp|P42588|PAT_ECOLI	W3110_lambdaRed.CDS.3073	100.0	100.0
sp|P42589|YGJH_ECOLI	W3110_lambdaRed.CDS.3074	100.0	100.0
sp|P42590|YGJI_ECOLI	W3110_lambdaRed.CDS.3078	100.0	100.0
sp|P42591|YGJJ_ECOLI	W3110_lambdaRed.CDS.3079	100.0	100.0
sp|P42592|YGJK_ECOLI	W3110_lambdaRed.CDS.3080	100.0	100.0
sp|P42593|FADH_ECOLI	W3110_lambdaRed.CDS.3083	100.0	100.0
sp|P42596|RLMG_ECOLI	W3110_lambdaRed.CDS.3086	100.0	100.0
sp|P42597|UTPP_ECOLI	W3110_lambdaRed.CDS.3087	100.0	100.0
sp|P42598|YGJQ_ECOLI	W3110_lambdaRed.CDS.3088	100.0	100.0
sp|P42599|YGJR_ECOLI	W3110_lambdaRed.CDS.3089	100.0	100.0
sp|P42601|ALX_ECOLI	W3110_lambdaRed.CDS.3090	100.0	100.0
sp|P42603|YGJV_ECOLI	W3110_lambdaRed.CDS.3092	100.0	100.0
sp|P42604|UXAA_ECOLI	W3110_lambdaRed.CDS.3093	100.0	100.0
sp|P42615|MZRA_ECOLI	W3110_lambdaRed.CDS.3099	100.0	100.0
sp|P42616|YQJC_ECOLI	W3110_lambdaRed.CDS.3100	100.0	100.0
sp|P42619|YQJF_ECOLI	W3110_lambdaRed.CDS.3104	100.0	100.0
sp|P42620|YQJG_ECOLI	W3110_lambdaRed.CDS.3105	100.0	100.0
sp|P42625|YHAL_ECOLI	W3110_lambdaRed.CDS.3110	100.0	100.0
sp|P42626|YHAM_ECOLI	W3110_lambdaRed.CDS.3111	100.0	100.0
sp|P42628|DLST_ECOLI	W3110_lambdaRed.CDS.3112	100.0	100.0
sp|P42630|TDCG_ECOLI	W3110_lambdaRed.CDS.3113	100.0	100.0
sp|P42632|TDCE_ECOLI	W3110_lambdaRed.CDS.3115	100.0	100.0
sp|P45464|LPOA_ECOLI	W3110_lambdaRed.CDS.3150	100.0	100.0
sp|P45468|YRAQ_ECOLI	W3110_lambdaRed.CDS.3154	100.0	100.0
sp|P46122|YAJI_ECOLI	W3110_lambdaRed.CDS.411	100.0	100.0
sp|P45578|LUXS_ECOLI	W3110_lambdaRed.CDS.2682	100.0	100.0
sp|P45581|STFP_ECOLI	W3110_lambdaRed.CDS.1117	100.0	100.0
sp|P45736|YCJD_ECOLI	W3110_lambdaRed.CDS.1263	100.0	100.0
sp|P45748|TSAC_ECOLI	W3110_lambdaRed.CDS.4015	100.0	100.0
sp|P45750|HOFP_ECOLI	W3110_lambdaRed.CDS.3906	100.0	100.0
sp|P45751|HOFO_ECOLI	W3110_lambdaRed.CDS.3905	100.0	100.0
sp|P45753|HOFM_ECOLI	W3110_lambdaRed.CDS.3903	100.0	100.0
sp|P45756|GSPA_ECOLI	W3110_lambdaRed.CDS.3976	100.0	100.0
sp|P45757|GSPC_ECOLI	W3110_lambdaRed.CDS.3975	100.0	100.0
sp|P45758|GSPD_ECOLI	W3110_lambdaRed.CDS.3974	100.0	100.0
sp|P45759|GSPE_ECOLI	W3110_lambdaRed.CDS.3973	100.0	100.0
sp|P45760|GSPI_ECOLI	W3110_lambdaRed.CDS.3969	100.0	100.0
sp|P45761|GSPJ_ECOLI	W3110_lambdaRed.CDS.3968	100.0	100.0
sp|P45762|GSPK_ECOLI	W3110_lambdaRed.CDS.3967	100.0	100.0
sp|P45763|GSPL_ECOLI	W3110_lambdaRed.CDS.3966	100.0	100.0
sp|P45767|YHDX_ECOLI	W3110_lambdaRed.CDS.3274	100.0	100.0
sp|P45768|YHDY_ECOLI	W3110_lambdaRed.CDS.3275	100.0	100.0
sp|P45769|YHDZ_ECOLI	W3110_lambdaRed.CDS.3276	100.0	100.0
sp|P45795|YRDB_ECOLI	W3110_lambdaRed.CDS.4017	100.0	100.0
sp|P45799|NUDE_ECOLI	W3110_lambdaRed.CDS.3901	100.0	100.0
sp|P45800|IGAA_ECOLI	W3110_lambdaRed.CDS.3900	100.0	100.0
sp|P45804|YHGE_ECOLI	W3110_lambdaRed.CDS.3896	100.0	100.0
sp|P45807|YBAM_ECOLI	W3110_lambdaRed.CDS.466	100.0	100.0
sp|P45848|YCIQ_ECOLI	W3110_lambdaRed.CDS.1238	100.0	100.0
sp|P45955|CPOB_ECOLI	W3110_lambdaRed.CDS.746	100.0	100.0
sp|P45956|CAS2_ECOLI	W3110_lambdaRed.CDS.2750	100.0	100.0
sp|P46022|MTGA_ECOLI	W3110_lambdaRed.CDS.3211	100.0	100.0
sp|P46068|DSDC_ECOLI	W3110_lambdaRed.CDS.2372	100.0	100.0
sp|P46118|HEXR_ECOLI	W3110_lambdaRed.CDS.1845	100.0	100.0
sp|P46119|YBJC_ECOLI	W3110_lambdaRed.CDS.852	100.0	100.0
sp|P45579|HCXA_ECOLI	W3110_lambdaRed.CDS.605	100.0	100.0
sp|P45577|PROQ_ECOLI	W3110_lambdaRed.CDS.1822	100.0	100.0
sp|P45469|YRAR_ECOLI	W3110_lambdaRed.CDS.3155	100.0	100.0
sp|P45570|YBCI_ECOLI	W3110_lambdaRed.CDS.526	100.0	100.0
sp|P45470|YHBO_ECOLI	W3110_lambdaRed.CDS.3156	100.0	100.0
sp|P45475|YHBV_ECOLI	W3110_lambdaRed.CDS.3162	100.0	100.0
sp|P45505|YFAH_ECOLI	W3110_lambdaRed.CDS.2238	100.0	100.0
sp|P45508|YFAL_ECOLI	W3110_lambdaRed.CDS.2233	100.0	100.0
sp|P45522|KEFB_ECOLI	W3110_lambdaRed.CDS.3948	100.0	100.0
sp|P45523|FKBA_ECOLI	W3110_lambdaRed.CDS.3952	100.0	100.0
sp|P45524|YHET_ECOLI	W3110_lambdaRed.CDS.3945	100.0	100.0
sp|P45527|YHBU_ECOLI	W3110_lambdaRed.CDS.3161	100.0	100.0
sp|P45530|TUSB_ECOLI	W3110_lambdaRed.CDS.3956	100.0	100.0
sp|P45531|TUSC_ECOLI	W3110_lambdaRed.CDS.3955	100.0	100.0
sp|P45532|TUSD_ECOLI	W3110_lambdaRed.CDS.3954	100.0	100.0
sp|P45537|YHFK_ECOLI	W3110_lambdaRed.CDS.3940	100.0	100.0
sp|P45539|FRLA_ECOLI	W3110_lambdaRed.CDS.3927	100.0	100.0
sp|P45541|FRLC_ECOLI	W3110_lambdaRed.CDS.3925	100.0	100.0
sp|P45543|FRLD_ECOLI	W3110_lambdaRed.CDS.3924	100.0	100.0
sp|P45544|FRLR_ECOLI	W3110_lambdaRed.CDS.3923	100.0	100.0
sp|P45545|YHFS_ECOLI	W3110_lambdaRed.CDS.3922	100.0	100.0
sp|P45546|YHFT_ECOLI	W3110_lambdaRed.CDS.3921	100.0	100.0
sp|P45548|PHP_ECOLI	W3110_lambdaRed.CDS.3919	100.0	100.0
sp|P45549|YHFW_ECOLI	W3110_lambdaRed.CDS.3918	100.0	100.0
sp|P45550|YHFX_ECOLI	W3110_lambdaRed.CDS.3917	100.0	100.0
sp|P45551|YHFY_ECOLI	W3110_lambdaRed.CDS.3916	100.0	100.0
sp|P45552|YHFZ_ECOLI	W3110_lambdaRed.CDS.3915	100.0	100.0
sp|P45562|XAPB_ECOLI	W3110_lambdaRed.CDS.2410	100.0	100.0
sp|P45563|XAPA_ECOLI	W3110_lambdaRed.CDS.2411	100.0	100.0
sp|P45564|YFEN_ECOLI	W3110_lambdaRed.CDS.2412	100.0	100.0
sp|P45565|AIS_ECOLI	W3110_lambdaRed.CDS.2254	100.0	100.0
sp|P45566|YHDT_ECOLI	W3110_lambdaRed.CDS.3261	100.0	100.0
sp|P45568|DXR_ECOLI	W3110_lambdaRed.CDS.173	100.0	100.0
sp|P37057|OGRK_ECOLI	W3110_lambdaRed.CDS.2069	100.0	100.0
sp|P37056|YAEF_ECOLI	W3110_lambdaRed.CDS.195	100.0	100.0
sp|P37052|YCHJ_ECOLI	W3110_lambdaRed.CDS.1201	100.0	100.0
sp|P28905|HOLC_ECOLI	W3110_lambdaRed.CDS.4281	100.0	100.0
sp|P28369|RFH_ECOLI	W3110_lambdaRed.CDS.232	100.0	100.0
sp|P28629|ADIA_ECOLI	W3110_lambdaRed.CDS.4143	100.0	100.0
sp|P28630|HOLA_ECOLI	W3110_lambdaRed.CDS.651	100.0	100.0
sp|P28631|HOLB_ECOLI	W3110_lambdaRed.CDS.1063	100.0	100.0
sp|P28632|HOLD_ECOLI	W3110_lambdaRed.CDS.4407	100.0	100.0
sp|P28634|TRMO_ECOLI	W3110_lambdaRed.CDS.197	100.0	100.0
sp|P28635|METQ_ECOLI	W3110_lambdaRed.CDS.199	100.0	100.0
sp|P28638|YHDJ_ECOLI	W3110_lambdaRed.CDS.3266	100.0	100.0
sp|P28696|YAAI_ECOLI	W3110_lambdaRed.CDS.11	100.0	100.0
sp|P28721|GLTF_ECOLI	W3110_lambdaRed.CDS.3217	100.0	100.0
sp|P28722|YHCA_ECOLI	W3110_lambdaRed.CDS.3218	100.0	100.0
sp|P28861|FENR_ECOLI	W3110_lambdaRed.CDS.3358	100.0	100.0
sp|P28903|NRDD_ECOLI	W3110_lambdaRed.CDS.4262	100.0	100.0
sp|P28904|TREC_ECOLI	W3110_lambdaRed.CDS.4264	100.0	100.0
sp|P28912|YHHI_ECOLI	W3110_lambdaRed.CDS.3813	100.0	100.0
sp|P37051|PURU_ECOLI	W3110_lambdaRed.CDS.1200	100.0	100.0
sp|P28915|YBFC_ECOLI	W3110_lambdaRed.CDS.706	100.0	100.0
sp|P28916|YBFD_ECOLI	W3110_lambdaRed.CDS.709	100.0	100.0
sp|P28917|YDCC_ECOLI	W3110_lambdaRed.CDS.1442	100.0	100.0
sp|P29009|YDFB_ECOLI	W3110_lambdaRed.CDS.1554	100.0	100.0
sp|P29010|YDFD_ECOLI	W3110_lambdaRed.CDS.1558	100.0	100.0
sp|P29012|ALR2_ECOLI	W3110_lambdaRed.CDS.1156	100.0	100.0
sp|P29013|YCGB_ECOLI	W3110_lambdaRed.CDS.1154	100.0	100.0
sp|P29018|CYDD_ECOLI	W3110_lambdaRed.CDS.889	100.0	100.0
sp|P29131|FTSN_ECOLI	W3110_lambdaRed.CDS.3349	100.0	100.0
sp|P29208|MENC_ECOLI	W3110_lambdaRed.CDS.2264	100.0	100.0
sp|P29217|YCEH_ECOLI	W3110_lambdaRed.CDS.1030	100.0	100.0
sp|P29680|DCUP_ECOLI	W3110_lambdaRed.CDS.3289	100.0	100.0
sp|P29744|FLGL_ECOLI	W3110_lambdaRed.CDS.1046	100.0	100.0
sp|P30011|NADC_ECOLI	W3110_lambdaRed.CDS.105	100.0	100.0
sp|P28307|CSGA_ECOLI	W3110_lambdaRed.CDS.1002	100.0	100.0
sp|P28306|MLTG_ECOLI	W3110_lambdaRed.CDS.1061	100.0	100.0
sp|P28305|PABC_ECOLI	W3110_lambdaRed.CDS.1060	100.0	100.0
sp|P28304|QOR1_ECOLI	W3110_lambdaRed.CDS.4068	100.0	100.0
sp|P27303|EMRA_ECOLI	W3110_lambdaRed.CDS.2680	100.0	100.0
sp|P27305|GLUQ_ECOLI	W3110_lambdaRed.CDS.142	100.0	100.0
sp|P27306|STHA_ECOLI	W3110_lambdaRed.CDS.3319	100.0	100.0
sp|P27375|HTRC_ECOLI	W3110_lambdaRed.CDS.3298	100.0	100.0
sp|P27431|ROXA_ECOLI	W3110_lambdaRed.CDS.1094	100.0	100.0
sp|P27434|RODZ_ECOLI	W3110_lambdaRed.CDS.2516	100.0	100.0
sp|P27550|ACSA_ECOLI	W3110_lambdaRed.CDS.4090	100.0	100.0
sp|P27828|WECB_ECOLI	W3110_lambdaRed.CDS.3496	100.0	100.0
sp|P27829|WECC_ECOLI	W3110_lambdaRed.CDS.3495	100.0	100.0
sp|P27830|RMLB2_ECOLI	W3110_lambdaRed.CDS.3494	100.0	100.0
sp|P27832|WECD_ECOLI	W3110_lambdaRed.CDS.3492	100.0	100.0
sp|P27833|WECE_ECOLI	W3110_lambdaRed.CDS.3491	100.0	100.0
sp|P27835|WZYE_ECOLI	W3110_lambdaRed.CDS.3488	100.0	100.0
sp|P27836|WECG_ECOLI	W3110_lambdaRed.CDS.3487	100.0	100.0
sp|P27837|YIFK_ECOLI	W3110_lambdaRed.CDS.3486	100.0	100.0
sp|P27838|CYAY_ECOLI	W3110_lambdaRed.CDS.3477	100.0	100.0
sp|P27840|YIGE_ECOLI	W3110_lambdaRed.CDS.3469	100.0	100.0
sp|P27842|YIGF_ECOLI	W3110_lambdaRed.CDS.3466	100.0	100.0
sp|P27843|YIGG_ECOLI	W3110_lambdaRed.CDS.3465	100.0	100.0
sp|P27844|RARD_ECOLI	W3110_lambdaRed.CDS.3464	100.0	100.0
sp|P27848|YIGL_ECOLI	W3110_lambdaRed.CDS.3457	100.0	100.0
sp|P27859|TATD_ECOLI	W3110_lambdaRed.CDS.3445	100.0	100.0
sp|P27862|YIGZ_ECOLI	W3110_lambdaRed.CDS.3438	100.0	100.0
sp|P27896|NARQ_ECOLI	W3110_lambdaRed.CDS.2465	100.0	100.0
sp|P28224|MLIC_ECOLI	W3110_lambdaRed.CDS.1621	100.0	100.0
sp|P28246|BCR_ECOLI	W3110_lambdaRed.CDS.2178	100.0	100.0
sp|P28248|DCD_ECOLI	W3110_lambdaRed.CDS.2051	100.0	100.0
sp|P28249|ASMA_ECOLI	W3110_lambdaRed.CDS.2050	100.0	100.0
sp|P28303|DINF_ECOLI	W3110_lambdaRed.CDS.4060	100.0	100.0
sp|P30014|RNT_ECOLI	W3110_lambdaRed.CDS.1635	100.0	100.0
sp|P30015|LHR_ECOLI	W3110_lambdaRed.CDS.1636	100.0	100.0
sp|P30125|LEU3_ECOLI	W3110_lambdaRed.CDS.70	100.0	100.0
sp|P30870|GLNE_ECOLI	W3110_lambdaRed.CDS.3052	100.0	100.0
sp|P30958|MFD_ECOLI	W3110_lambdaRed.CDS.1079	100.0	100.0
sp|P30979|YBEF_ECOLI	W3110_lambdaRed.CDS.639	100.0	100.0
sp|P31057|PANB_ECOLI	W3110_lambdaRed.CDS.131	100.0	100.0
sp|P31058|YADC_ECOLI	W3110_lambdaRed.CDS.132	100.0	100.0
sp|P31060|MODF_ECOLI	W3110_lambdaRed.CDS.757	100.0	100.0
sp|P31061|NOHA_ECOLI	W3110_lambdaRed.CDS.1534	100.0	100.0
sp|P31062|NOHD_ECOLI	W3110_lambdaRed.CDS.561	100.0	100.0
sp|P31063|YEDD_ECOLI	W3110_lambdaRed.CDS.1920	100.0	100.0
sp|P31064|YEDE_ECOLI	W3110_lambdaRed.CDS.1921	100.0	100.0
sp|P31068|FLIH_ECOLI	W3110_lambdaRed.CDS.1928	100.0	100.0
sp|P31119|AAS_ECOLI	W3110_lambdaRed.CDS.2837	100.0	100.0
sp|P31120|GLMM_ECOLI	W3110_lambdaRed.CDS.3178	100.0	100.0
sp|P31121|MARB_ECOLI	W3110_lambdaRed.CDS.1517	100.0	100.0
sp|P31122|SOTB_ECOLI	W3110_lambdaRed.CDS.1513	100.0	100.0
sp|P31125|EAMA_ECOLI	W3110_lambdaRed.CDS.1518	100.0	100.0
sp|P31126|YDEE_ECOLI	W3110_lambdaRed.CDS.1519	100.0	100.0
sp|P31129|DGCZ_ECOLI	W3110_lambdaRed.CDS.1521	100.0	100.0
sp|P31130|YDEI_ECOLI	W3110_lambdaRed.CDS.1522	100.0	100.0
sp|P31131|YDEJ_ECOLI	W3110_lambdaRed.CDS.1523	100.0	100.0
sp|P31133|POTF_ECOLI	W3110_lambdaRed.CDS.857	100.0	100.0
sp|P31134|POTG_ECOLI	W3110_lambdaRed.CDS.858	100.0	100.0
sp|P31135|POTH_ECOLI	W3110_lambdaRed.CDS.859	100.0	100.0
sp|P31142|THTM_ECOLI	W3110_lambdaRed.CDS.2521	100.0	100.0
sp|P31224|ACRB_ECOLI	W3110_lambdaRed.CDS.462	100.0	100.0
sp|P31433|YICH_ECOLI	W3110_lambdaRed.CDS.3627	100.0	100.0
sp|P31434|XYLS_ECOLI	W3110_lambdaRed.CDS.3626	100.0	100.0
sp|P31435|YICJ_ECOLI	W3110_lambdaRed.CDS.3625	100.0	100.0
sp|P31436|SETC_ECOLI	W3110_lambdaRed.CDS.3623	100.0	100.0
sp|P31437|YICL_ECOLI	W3110_lambdaRed.CDS.3622	100.0	100.0
sp|P30871|3PASE_ECOLI	W3110_lambdaRed.CDS.3053	100.0	100.0
sp|P30866|YAFE_ECOLI	W3110_lambdaRed.CDS.207	100.0	100.0
sp|P30126|LEUD_ECOLI	W3110_lambdaRed.CDS.68	100.0	100.0
sp|P30864|YAFC_ECOLI	W3110_lambdaRed.CDS.205	100.0	100.0
sp|P30128|GREB_ECOLI	W3110_lambdaRed.CDS.3891	100.0	100.0
sp|P30131|HYPF_ECOLI	W3110_lambdaRed.CDS.2704	100.0	100.0
